protein_ID	transcript_ID	gene_ID
XP_030842463.1	rna-XM_030986603.1	LOC582970
XP_794994.4	rna-XM_789901.5	LOC590292
XP_011671477.1	rna-XM_011673175.2	LOC584477
XP_030842342.1	rna-XM_030986482.1	LOC584477
NP_001229607.1	rna-NM_001242678.1	LOC584477
XP_030842464.1	rna-XM_030986604.1	LOC100890527
XP_030842465.1	rna-XM_030986605.1	LOC105440588
XP_030842467.1	rna-XM_030986607.1	LOC115924471
XP_030842466.1	rna-XM_030986606.1	LOC115924471
XP_030842471.1	rna-XM_030986611.1	LOC753932
XP_030842470.1	rna-XM_030986610.1	LOC753932
XP_030843539.1	rna-XM_030987679.1	LOC115924819
XP_030843540.1	rna-XM_030987680.1	LOC105445058
XP_030843541.1	rna-XM_030987681.1	LOC105445056
NP_999632.1	rna-NM_214467.1	LOC373185
XP_030842472.1	rna-XM_030986612.1	LOC100890598
XP_030843542.1	rna-XM_030987682.1	LOC105444860
XP_030842473.1	rna-XM_030986613.1	LOC580975
XP_030842474.1	rna-XM_030986614.1	LOC580975
XP_011683844.1	rna-XM_011685542.1	LOC105447464
XP_011678933.1	rna-XM_011680631.1	LOC105445278
XP_030843543.1	rna-XM_030987683.1	LOC115924821
XP_030842476.1	rna-XM_030986616.1	LOC580325
XP_030842477.1	rna-XM_030986617.1	LOC576539
XP_030843544.1	rna-XM_030987684.1	LOC115924822
XP_030843444.1	rna-XM_030987584.1	LOC576619
XP_030842478.1	rna-XM_030986618.1	LOC752915
XP_030843546.1	rna-XM_030987686.1	LOC105442281
XP_030842480.1	rna-XM_030986620.1	LOC762449
XP_030842479.1	rna-XM_030986619.1	LOC762449
XP_030842481.1	rna-XM_030986621.1	LOC100890965
XP_030842484.1	rna-XM_030986624.1	LOC588097
XP_030842482.1	rna-XM_030986622.1	LOC588097
XP_030842485.1	rna-XM_030986625.1	LOC115924472
XP_782784.1	rna-XM_777691.5	LOC577463
XP_030842486.1	rna-XM_030986626.1	LOC105443845
XP_030842488.1	rna-XM_030986628.1	LOC594408
XP_030842487.1	rna-XM_030986627.1	LOC594408
XP_003726049.2	rna-XM_003726001.3	LOC100893372
XP_785779.3	rna-XM_780686.5	LOC580639
XP_030842489.1	rna-XM_030986629.1	LOC580639
XP_011675784.2	rna-XM_011677482.2	LOC580575
XP_011675781.2	rna-XM_011677479.2	LOC580575
XP_030843547.1	rna-XM_030987687.1	LOC115924823
XP_030843548.1	rna-XM_030987688.1	LOC115924824
XP_003730573.2	rna-XM_003730525.3	LOC100889776
XP_011667686.2	rna-XM_011669384.2	LOC752737
XP_030842493.1	rna-XM_030986633.1	LOC752737
XP_011667685.2	rna-XM_011669383.2	LOC752737
XP_030842492.1	rna-XM_030986632.1	LOC752737
XP_030842494.1	rna-XM_030986634.1	LOC115924473
XP_030843549.1	rna-XM_030987689.1	LOC115924825
XP_030842491.1	rna-XM_030986631.1	LOC100889211
XP_030842495.1	rna-XM_030986635.1	LOC105439442
XP_030843550.1	rna-XM_030987690.1	LOC105439867
XP_030842497.1	rna-XM_030986637.1	LOC105439868
XP_030842496.1	rna-XM_030986636.1	LOC105439868
XP_030842498.1	rna-XM_030986638.1	LOC115924475
XP_030842499.1	rna-XM_030986639.1	LOC115924476
XP_030843551.1	rna-XM_030987691.1	LOC580509
XP_030843552.1	rna-XM_030987692.1	LOC105439864
XP_030842501.1	rna-XM_030986641.1	LOC115924478
XP_030842502.1	rna-XM_030986642.1	LOC115924478
XP_030842500.1	rna-XM_030986640.1	LOC115924478
XP_003725094.2	rna-XM_003725046.3	LOC100891156
XP_030843553.1	rna-XM_030987693.1	LOC115924827
XP_030843554.1	rna-XM_030987694.1	LOC105439865
XP_785549.3	rna-XM_780456.5	LOC580397
XP_030842503.1	rna-XM_030986643.1	LOC100891311
XP_030842504.1	rna-XM_030986644.1	LOC753783
XP_030842505.1	rna-XM_030986645.1	LOC753783
XP_030843556.1	rna-XM_030987696.1	LOC589107
XP_030842509.1	rna-XM_030986649.1	LOC753159
XP_030842515.1	rna-XM_030986655.1	LOC753159
XP_030842511.1	rna-XM_030986651.1	LOC753159
XP_030842508.1	rna-XM_030986648.1	LOC753159
XP_030842517.1	rna-XM_030986657.1	LOC753159
XP_030842510.1	rna-XM_030986650.1	LOC753159
XP_030842507.1	rna-XM_030986647.1	LOC753159
XP_030842506.1	rna-XM_030986646.1	LOC753159
XP_030842513.1	rna-XM_030986653.1	LOC753159
XP_030842516.1	rna-XM_030986656.1	LOC753159
XP_030842512.1	rna-XM_030986652.1	LOC753159
XP_030842518.1	rna-XM_030986658.1	LOC762974
XP_030843557.1	rna-XM_030987697.1	LOC100891080
XP_030842519.1	rna-XM_030986659.1	LOC587000
XP_030842520.1	rna-XM_030986660.1	LOC756828
XP_030842525.1	rna-XM_030986665.1	LOC100893442
XP_030842524.1	rna-XM_030986664.1	LOC100893442
XP_030842523.1	rna-XM_030986663.1	LOC100893442
XP_030842521.1	rna-XM_030986661.1	LOC100893442
XP_030842522.1	rna-XM_030986662.1	LOC100893442
XP_030842526.1	rna-XM_030986666.1	LOC579027
XP_030842527.1	rna-XM_030986667.1	LOC579027
XP_030842528.1	rna-XM_030986668.1	LOC579027
XP_030842529.1	rna-XM_030986669.1	LOC756859
XP_030842540.1	rna-XM_030986680.1	LOC756859
XP_030842535.1	rna-XM_030986675.1	LOC756859
XP_030842537.1	rna-XM_030986677.1	LOC756859
XP_030842536.1	rna-XM_030986676.1	LOC756859
XP_011680775.1	rna-XM_011682473.2	LOC756859
XP_030842530.1	rna-XM_030986670.1	LOC756859
XP_030842531.1	rna-XM_030986671.1	LOC756859
XP_030842532.1	rna-XM_030986672.1	LOC756859
XP_011680722.1	rna-XM_011682420.2	LOC756859
XP_030842534.1	rna-XM_030986674.1	LOC756859
XP_011680678.1	rna-XM_011682376.2	LOC756859
XP_030842533.1	rna-XM_030986673.1	LOC756859
XP_011681027.1	rna-XM_011682725.2	LOC756859
XP_011680986.1	rna-XM_011682684.2	LOC756859
XP_011680931.1	rna-XM_011682629.2	LOC756859
XP_030842541.1	rna-XM_030986681.1	LOC756859
XP_030842542.1	rna-XM_030986682.1	LOC100893139
XP_030842543.1	rna-XM_030986683.1	LOC100893139
XP_030842544.1	rna-XM_030986684.1	LOC115924480
XP_030843558.1	rna-XM_030987698.1	LOC115924828
XP_030842545.1	rna-XM_030986685.1	LOC115924481
XP_030843559.1	rna-XM_030987699.1	LOC578967
XP_003731589.2	rna-XM_003731541.3	LOC100891478
XP_030843560.1	rna-XM_030987700.1	LOC100888342
XP_030842547.1	rna-XM_030986687.1	LOC115924483
XP_030842548.1	rna-XM_030986688.1	LOC591090
XP_030842549.1	rna-XM_030986689.1	LOC100889908
XP_030842550.1	rna-XM_030986690.1	LOC100889908
XP_030842551.1	rna-XM_030986691.1	LOC100889908
XP_030842553.1	rna-XM_030986693.1	LOC100889908
XP_030842552.1	rna-XM_030986692.1	LOC100889908
XP_030842554.1	rna-XM_030986694.1	LOC115924484
XP_030843561.1	rna-XM_030987701.1	LOC115924829
XP_030843562.1	rna-XM_030987702.1	LOC115924830
XP_030842555.1	rna-XM_030986695.1	LOC115924485
XP_030842556.1	rna-XM_030986696.1	LOC115918675
XP_030842557.1	rna-XM_030986697.1	LOC589477
XP_030843445.1	rna-XM_030987585.1	LOC115924767
XP_030843563.1	rna-XM_030987703.1	LOC105442695
XP_030842558.1	rna-XM_030986698.1	LOC105447615
XP_030842559.1	rna-XM_030986699.1	LOC105447615
XP_030843447.1	rna-XM_030987587.1	LOC115924768
XP_030843565.1	rna-XM_030987705.1	LOC115924831
XP_030843448.1	rna-XM_030987588.1	LOC115924769
XP_030843566.1	rna-XM_030987706.1	LOC115924832
XP_011669371.2	rna-XM_011671069.2	LOC105440645
XP_030842561.1	rna-XM_030986701.1	LOC115917998
XP_030842560.1	rna-XM_030986700.1	LOC586323
XP_794003.2	rna-XM_788910.5	LOC589263
NP_999807.1	rna-NM_214642.1	LOC373518
XP_800304.1	rna-XM_795211.5	LOC584768
XP_030842562.1	rna-XM_030986702.1	LOC100889019
XP_011679192.2	rna-XM_011680890.2	LOC100889019
XP_030843567.1	rna-XM_030987707.1	LOC115924833
XP_030842565.1	rna-XM_030986705.1	LOC755393
XP_030842564.1	rna-XM_030986704.1	LOC755393
XP_011682989.2	rna-XM_011684687.2	LOC105447070
XP_030842566.1	rna-XM_030986706.1	LOC115924487
XP_030842567.1	rna-XM_030986707.1	LOC115924488
NP_001116981.1	rna-NM_001123509.1	LOC548616
XP_030843568.1	rna-XM_030987708.1	LOC115924834
XP_030842569.1	rna-XM_030986709.1	LOC765147
XP_030842570.1	rna-XM_030986710.1	LOC765147
XP_030842568.1	rna-XM_030986708.1	LOC765147
XP_011674920.2	rna-XM_011676618.2	LOC105443457
XP_030843569.1	rna-XM_030987709.1	LOC590138
XP_030842571.1	rna-XM_030986711.1	LOC584498
XP_030843570.1	rna-XM_030987710.1	LOC584464
XP_030842579.1	rna-XM_030986719.1	LOC576875
XP_030842578.1	rna-XM_030986718.1	LOC576875
XP_030842575.1	rna-XM_030986715.1	LOC576875
XP_030842582.1	rna-XM_030986722.1	LOC576875
XP_030842576.1	rna-XM_030986716.1	LOC576875
XP_030842581.1	rna-XM_030986721.1	LOC576875
XP_030842580.1	rna-XM_030986720.1	LOC576875
XP_030842577.1	rna-XM_030986717.1	LOC576875
XP_030842573.1	rna-XM_030986713.1	LOC576875
XP_030842572.1	rna-XM_030986712.1	LOC576875
XP_030842584.1	rna-XM_030986724.1	LOC576875
XP_030842583.1	rna-XM_030986723.1	LOC576875
XP_030842574.1	rna-XM_030986714.1	LOC576875
XP_030842585.1	rna-XM_030986725.1	LOC105441890
XP_030843571.1	rna-XM_030987711.1	LOC105439361
XP_030842586.1	rna-XM_030986726.1	LOC763383
XP_030843572.1	rna-XM_030987712.1	LOC115924836
XP_030843573.1	rna-XM_030987713.1	LOC100888980
XP_030842588.1	rna-XM_030986728.1	LOC580262
XP_030842589.1	rna-XM_030986729.1	LOC580262
XP_030842587.1	rna-XM_030986727.1	LOC580262
XP_030842590.1	rna-XM_030986730.1	LOC580262
XP_030842591.1	rna-XM_030986731.1	LOC580262
XP_030842592.1	rna-XM_030986732.1	LOC100893689
XP_030843575.1	rna-XM_030987715.1	LOC105445926
XP_030842593.1	rna-XM_030986733.1	LOC115918676
XP_030842594.1	rna-XM_030986734.1	LOC115924490
XP_784685.2	rna-XM_779592.4	LOC579477
XP_030842595.1	rna-XM_030986735.1	LOC579477
XP_030842596.1	rna-XM_030986736.1	LOC115924492
XP_030843576.1	rna-XM_030987716.1	LOC115924837
XP_030843577.1	rna-XM_030987717.1	LOC115918262
XP_030843578.1	rna-XM_030987718.1	LOC115924838
XP_030843579.1	rna-XM_030987719.1	LOC115924839
XP_784173.4	rna-XM_779080.5	LOC578943
XP_011677546.2	rna-XM_011679244.2	LOC753049
XP_030842598.1	rna-XM_030986738.1	LOC753049
XP_011677547.2	rna-XM_011679245.2	LOC753049
XP_011677550.2	rna-XM_011679248.2	LOC753049
XP_030842600.1	rna-XM_030986740.1	LOC753049
XP_011677548.2	rna-XM_011679246.2	LOC753049
XP_011677549.2	rna-XM_011679247.2	LOC753049
XP_011677551.2	rna-XM_011679249.2	LOC586205
XP_791089.2	rna-XM_785996.4	LOC586205
XP_030842602.1	rna-XM_030986742.1	LOC100891337
XP_030842601.1	rna-XM_030986741.1	LOC115924494
XP_789428.3	rna-XM_784335.5	LOC584476
XP_030843580.1	rna-XM_030987720.1	LOC105440389
XP_030842603.1	rna-XM_030986743.1	LOC105444686
XP_030843581.1	rna-XM_030987721.1	LOC115924840
XP_003731021.2	rna-XM_003730973.3	LOC100890666
XP_785591.2	rna-XM_780498.5	LOC580441
XP_785533.4	rna-XM_780440.5	LOC580379
XP_030842605.1	rna-XM_030986745.1	LOC588747
XP_030842606.1	rna-XM_030986746.1	LOC588747
XP_030842607.1	rna-XM_030986747.1	LOC588747
XP_030842608.1	rna-XM_030986748.1	LOC588747
XP_030842610.1	rna-XM_030986750.1	LOC588747
XP_030842611.1	rna-XM_030986751.1	LOC588747
XP_003728717.2	rna-XM_003728669.3	LOC100891648
XP_796675.1	rna-XM_791582.1	LOC592039
XP_030842612.1	rna-XM_030986752.1	LOC592062
XP_030843582.1	rna-XM_030987722.1	LOC115924841
XP_030842613.1	rna-XM_030986753.1	LOC115924497
XP_001200652.1	rna-XM_001200652.1	LOC764371
XP_030842618.1	rna-XM_030986758.1	LOC105437795
XP_030842616.1	rna-XM_030986756.1	LOC105437795
XP_030842615.1	rna-XM_030986755.1	LOC105437795
XP_030842614.1	rna-XM_030986754.1	LOC105437795
XP_011680771.2	rna-XM_011682469.2	LOC105446097
XP_030842619.1	rna-XM_030986759.1	LOC590201
XP_030842620.1	rna-XM_030986760.1	LOC590201
XP_791003.1	rna-XM_785910.1	LOC586114
XP_003727230.2	rna-XM_003727182.3	LOC590219
XP_030842621.1	rna-XM_030986761.1	LOC590219
XP_030843217.1	rna-XM_030987357.1	LOC590245
XP_030842623.1	rna-XM_030986763.1	LOC100888797
XP_030842622.1	rna-XM_030986762.1	LOC100888797
XP_030843219.1	rna-XM_030987359.1	LOC115924655
XP_030842625.1	rna-XM_030986765.1	LOC105446137
XP_030843220.1	rna-XM_030987360.1	LOC105447277
XP_003728798.1	rna-XM_003728750.3	LOC581322
XP_780123.3	rna-XM_775030.5	LOC581322
XP_011662374.1	rna-XM_011664072.2	LOC581322
XP_030842626.1	rna-XM_030986766.1	LOC579485
XP_030842627.1	rna-XM_030986767.1	LOC580762
XP_030842628.1	rna-XM_030986768.1	LOC115924498
XP_030842629.1	rna-XM_030986769.1	LOC115924498
XP_030842631.1	rna-XM_030986771.1	LOC577129
XP_030842632.1	rna-XM_030986772.1	LOC577129
XP_030842633.1	rna-XM_030986773.1	LOC577129
XP_030842634.1	rna-XM_030986774.1	LOC577129
XP_011671385.1	rna-XM_011673083.2	LOC753270
XP_030843221.1	rna-XM_030987361.1	LOC105441704
XP_030843222.1	rna-XM_030987362.1	LOC105441702
XP_030843223.1	rna-XM_030987363.1	LOC105447274
XP_003727877.2	rna-XM_003727829.3	LOC587346
XP_030842636.1	rna-XM_030986776.1	LOC105447270
XP_030842637.1	rna-XM_030986777.1	LOC100890718
XP_003729827.1	rna-XM_003729779.2	LOC100888956
XP_030843224.1	rna-XM_030987364.1	LOC115924656
XP_030843225.1	rna-XM_030987365.1	LOC115924657
XP_030842638.1	rna-XM_030986778.1	LOC593934
XP_030842639.1	rna-XM_030986779.1	LOC594771
XP_001200755.1	rna-XM_001200755.4	LOC751846
XP_030842641.1	rna-XM_030986781.1	LOC589321
XP_011677463.1	rna-XM_011679161.2	LOC105444652
XP_030842642.1	rna-XM_030986782.1	LOC588039
XP_030842643.1	rna-XM_030986783.1	LOC576129
XP_030843227.1	rna-XM_030987367.1	LOC576335
XP_030842644.1	rna-XM_030986784.1	LOC576979
XP_030842646.1	rna-XM_030986786.1	LOC105446089
XP_030842645.1	rna-XM_030986785.1	LOC105446089
XP_003729918.1	rna-XM_003729870.3	LOC100892310
XP_030843228.1	rna-XM_030987368.1	LOC115924658
XP_030843229.1	rna-XM_030987369.1	LOC115924659
XP_030843230.1	rna-XM_030987370.1	LOC115924660
XP_030843231.1	rna-XM_030987371.1	LOC115924661
XP_030843232.1	rna-XM_030987372.1	LOC105441374
XP_001199819.3	rna-XM_001199819.3	LOC763749
XP_030843233.1	rna-XM_030987373.1	LOC755788
XP_030843235.1	rna-XM_030987375.1	LOC105442884
XP_030842647.1	rna-XM_030986787.1	LOC105441969
XP_030843236.1	rna-XM_030987376.1	LOC753817
XP_030843237.1	rna-XM_030987377.1	LOC105442896
XP_030843238.1	rna-XM_030987378.1	LOC100893871
XP_030843239.1	rna-XM_030987379.1	LOC100893954
XP_030843240.1	rna-XM_030987380.1	LOC115924662
XP_030843241.1	rna-XM_030987381.1	LOC105441970
XP_030843243.1	rna-XM_030987383.1	LOC754148
XP_030843244.1	rna-XM_030987384.1	LOC115924664
XP_030843245.1	rna-XM_030987385.1	LOC115924665
XP_030843247.1	rna-XM_030987387.1	LOC115924666
XP_030843248.1	rna-XM_030987388.1	LOC105439221
XP_030843249.1	rna-XM_030987389.1	LOC115924667
XP_030843250.1	rna-XM_030987390.1	LOC115924668
XP_030843251.1	rna-XM_030987391.1	LOC115924669
XP_030843252.1	rna-XM_030987392.1	LOC115924670
XP_030843253.1	rna-XM_030987393.1	LOC115924671
XP_030843254.1	rna-XM_030987394.1	LOC105438090
XP_030843255.1	rna-XM_030987395.1	LOC100892526
XP_030843256.1	rna-XM_030987396.1	LOC115924672
XP_030843257.1	rna-XM_030987397.1	LOC115924673
XP_030843258.1	rna-XM_030987398.1	LOC115924674
XP_030843259.1	rna-XM_030987399.1	LOC115924675
XP_030842648.1	rna-XM_030986788.1	LOC105443770
XP_030843260.1	rna-XM_030987400.1	LOC105441028
XP_030843261.1	rna-XM_030987401.1	LOC115924676
XP_030843262.1	rna-XM_030987402.1	LOC752785
XP_030843449.1	rna-XM_030987589.1	LOC115924775
XP_030843263.1	rna-XM_030987403.1	LOC591864
XP_030842650.1	rna-XM_030986790.1	LOC115924503
XP_030843264.1	rna-XM_030987404.1	LOC115924678
XP_030842649.1	rna-XM_030986789.1	LOC100892214
XP_011666256.2	rna-XM_011667954.2	LOC100893739
XP_003730022.2	rna-XM_003729974.3	LOC100893739
XP_030842651.1	rna-XM_030986791.1	LOC585237
XP_030842652.1	rna-XM_030986792.1	LOC585237
XP_030842653.1	rna-XM_030986793.1	LOC763709
XP_030842654.1	rna-XM_030986794.1	LOC100893698
XP_030842655.1	rna-XM_030986795.1	LOC100893698
XP_003730065.2	rna-XM_003730017.3	LOC100889722
XP_030842657.1	rna-XM_030986797.1	LOC591935
XP_030842658.1	rna-XM_030986798.1	LOC574845
XP_030842660.1	rna-XM_030986800.1	LOC574845
XP_030842663.1	rna-XM_030986803.1	LOC574845
XP_030842659.1	rna-XM_030986799.1	LOC574845
XP_030842661.1	rna-XM_030986801.1	LOC574845
XP_030842662.1	rna-XM_030986802.1	LOC574845
XP_030842664.1	rna-XM_030986804.1	LOC574845
XP_030842665.1	rna-XM_030986805.1	LOC574845
XP_787040.2	rna-XM_781947.5	LOC581970
XP_030842666.1	rna-XM_030986806.1	LOC581970
XP_796692.2	rna-XM_791599.5	LOC592057
XP_030842668.1	rna-XM_030986808.1	LOC100893373
XP_030842669.1	rna-XM_030986809.1	LOC584552
XP_001200918.2	rna-XM_001200918.2	LOC764560
XP_030842670.1	rna-XM_030986810.1	LOC592218
XP_001191596.2	rna-XM_001191596.4	LOC755749
XP_011673693.2	rna-XM_011675391.2	LOC105442813
XP_030842671.1	rna-XM_030986811.1	LOC756696
XP_030842672.1	rna-XM_030986812.1	LOC756696
XP_030842673.1	rna-XM_030986813.1	LOC756696
XP_030842674.1	rna-XM_030986814.1	LOC756696
XP_030843266.1	rna-XM_030987406.1	LOC593640
XP_011663943.2	rna-XM_011665641.2	LOC593629
XP_030842676.1	rna-XM_030986816.1	LOC115924505
XP_030842675.1	rna-XM_030986815.1	LOC578260
XP_030842681.1	rna-XM_030986821.1	LOC589622
XP_030842680.1	rna-XM_030986820.1	LOC589622
XP_030842682.1	rna-XM_030986822.1	LOC589622
XP_030842678.1	rna-XM_030986818.1	LOC589622
XP_030842679.1	rna-XM_030986819.1	LOC589622
XP_030842683.1	rna-XM_030986823.1	LOC100891105
XP_030842684.1	rna-XM_030986824.1	LOC575236
XP_030842685.1	rna-XM_030986825.1	LOC115918677
XP_030842686.1	rna-XM_030986826.1	LOC115924509
XP_780944.1	rna-XM_775851.5	LOC575449
XP_781007.4	rna-XM_775914.5	LOC575517
XP_030842687.1	rna-XM_030986827.1	LOC115918678
XP_030842689.1	rna-XM_030986829.1	LOC115918678
XP_030842688.1	rna-XM_030986828.1	LOC115918678
XP_030842690.1	rna-XM_030986830.1	LOC100889047
XP_030842691.1	rna-XM_030986831.1	LOC100889047
XP_030842692.1	rna-XM_030986832.1	LOC115924512
XP_030843267.1	rna-XM_030987407.1	LOC115924679
XP_030842693.1	rna-XM_030986833.1	LOC115924514
XP_001179833.3	rna-XM_001179833.4	LOC752669
XP_030842695.1	rna-XM_030986835.1	LOC587160
XP_030842696.1	rna-XM_030986836.1	LOC587160
XP_030842697.1	rna-XM_030986837.1	LOC587160
XP_030842698.1	rna-XM_030986838.1	LOC587160
XP_030843268.1	rna-XM_030987408.1	LOC115924680
XP_030843451.1	rna-XM_030987591.1	LOC115924776
XP_030842699.1	rna-XM_030986839.1	LOC115924515
XP_030843269.1	rna-XM_030987409.1	LOC752282
XP_030842700.1	rna-XM_030986840.1	LOC115918053
XP_030842701.1	rna-XM_030986841.1	LOC115924516
XP_011663952.2	rna-XM_011665650.2	LOC105438168
XP_030842702.1	rna-XM_030986842.1	LOC100889528
XP_030842703.1	rna-XM_030986843.1	LOC115918123
XP_780812.2	rna-XM_775719.5	LOC575308
XP_030842704.1	rna-XM_030986844.1	LOC576388
XP_030842705.1	rna-XM_030986845.1	LOC115918679
XP_030842708.1	rna-XM_030986848.1	LOC115918680
XP_030842706.1	rna-XM_030986846.1	LOC575588
XP_030842707.1	rna-XM_030986847.1	LOC575588
XP_030843270.1	rna-XM_030987410.1	LOC587705
XP_003727927.2	rna-XM_003727879.3	LOC575941
XP_030842709.1	rna-XM_030986849.1	LOC764481
XP_011670051.2	rna-XM_011671749.2	LOC100889324
XP_796133.2	rna-XM_791040.2	LOC591480
XP_030843271.1	rna-XM_030987411.1	LOC115924681
XP_011661717.2	rna-XM_011663415.2	LOC594413
XP_030842711.1	rna-XM_030986851.1	LOC591018
XP_030842712.1	rna-XM_030986852.1	LOC591018
XP_030842710.1	rna-XM_030986850.1	LOC591018
XP_030842713.1	rna-XM_030986853.1	LOC115924520
XP_030842714.1	rna-XM_030986854.1	LOC115924521
XP_011661715.2	rna-XM_011663413.2	LOC105437139
XP_030842715.1	rna-XM_030986855.1	LOC115924522
XP_030842716.1	rna-XM_030986856.1	LOC115918681
XP_030842717.1	rna-XM_030986857.1	LOC115924523
XP_003726375.2	rna-XM_003726327.2	LOC100893688
XP_030842718.1	rna-XM_030986858.1	LOC763219
XP_789821.1	rna-XM_784728.4	LOC584883
XP_030842719.1	rna-XM_030986859.1	LOC756205
XP_792439.2	rna-XM_787346.5	LOC587631
XP_030843452.1	rna-XM_030987592.1	LOC115924779
XP_791790.1	rna-XM_786697.5	LOC586940
XP_030842720.1	rna-XM_030986860.1	LOC115924524
XP_030842721.1	rna-XM_030986861.1	LOC115924526
XP_798940.3	rna-XM_793847.5	LOC594405
XP_030842722.1	rna-XM_030986862.1	LOC115924527
XP_030842724.1	rna-XM_030986864.1	LOC763232
XP_030843273.1	rna-XM_030987413.1	LOC583252
XP_788239.3	rna-XM_783146.5	LOC583226
XP_030843274.1	rna-XM_030987414.1	LOC757060
XP_030843275.1	rna-XM_030987415.1	LOC115924682
XP_030843276.1	rna-XM_030987416.1	LOC762772
XP_794693.4	rna-XM_789600.5	LOC589974
XP_795859.1	rna-XM_790766.5	LOC591189
XP_030842727.1	rna-XM_030986867.1	LOC754059
XP_030842728.1	rna-XM_030986868.1	LOC754059
XP_030842726.1	rna-XM_030986866.1	LOC754059
XP_001184251.2	rna-XM_001184251.4	LOC754059
XP_030842725.1	rna-XM_030986865.1	LOC592342
XP_030842733.1	rna-XM_030986873.1	LOC753906
XP_030842732.1	rna-XM_030986872.1	LOC753906
XP_030842731.1	rna-XM_030986871.1	LOC753906
XP_030842729.1	rna-XM_030986869.1	LOC753906
XP_030843278.1	rna-XM_030987418.1	LOC105445390
XP_030842735.1	rna-XM_030986875.1	LOC575755
XP_030842734.1	rna-XM_030986874.1	LOC583878
XP_030842736.1	rna-XM_030986876.1	LOC100889030
XP_030843279.1	rna-XM_030987419.1	LOC752043
NP_001001768.2	rna-NM_001001768.2	Hes
XP_030842737.1	rna-XM_030986877.1	LOC115924528
XP_030843280.1	rna-XM_030987420.1	LOC579796
XP_003727575.2	rna-XM_003727527.2	LOC100891719
XP_030842738.1	rna-XM_030986878.1	LOC593162
XP_030842740.1	rna-XM_030986880.1	LOC593162
XP_030842741.1	rna-XM_030986881.1	LOC591699
XP_030842742.1	rna-XM_030986882.1	LOC591699
XP_030842743.1	rna-XM_030986883.1	LOC105445980
XP_011680519.1	rna-XM_011682217.2	LOC100891564
XP_011680521.1	rna-XM_011682219.2	LOC100891564
XP_030842744.1	rna-XM_030986884.1	LOC100891865
XP_030842745.1	rna-XM_030986885.1	LOC100891865
XP_030842747.1	rna-XM_030986887.1	LOC115924529
XP_030842748.1	rna-XM_030986888.1	LOC592754
XP_030842749.1	rna-XM_030986889.1	LOC115924530
XP_030842750.1	rna-XM_030986890.1	LOC592889
XP_011668379.1	rna-XM_011670077.2	LOC578904
XP_030842751.1	rna-XM_030986891.1	LOC589758
XP_003725365.2	rna-XM_003725317.2	LOC100888791
XP_030843281.1	rna-XM_030987421.1	LOC105438827
XP_030843282.1	rna-XM_030987422.1	LOC764372
XP_001200694.1	rna-XM_001200694.1	LOC764408
XP_003725364.1	rna-XM_003725316.1	LOC100888519
XP_001200727.2	rna-XM_001200727.2	LOC764432
XP_789256.3	rna-XM_784163.3	LOC584299
XP_030842753.1	rna-XM_030986893.1	LOC587805
XP_030842754.1	rna-XM_030986894.1	LOC587805
XP_030843453.1	rna-XM_030987593.1	LOC105447198
XP_011683269.1	rna-XM_011684967.2	LOC105447196
XP_030842755.1	rna-XM_030986895.1	LOC100891703
XP_788725.3	rna-XM_783632.5	LOC583737
XP_011683267.2	rna-XM_011684965.2	LOC105447195
NP_001232902.1	rna-NM_001245973.1	ano7
XP_011683265.2	rna-XM_011684963.2	LOC105447194
XP_001179559.2	rna-XM_001179559.4	LOC752563
XP_030842757.1	rna-XM_030986897.1	LOC589851
XP_030842756.1	rna-XM_030986896.1	LOC589851
XP_030843283.1	rna-XM_030987423.1	LOC764453
XP_030842758.1	rna-XM_030986898.1	LOC100892687
XP_030842759.1	rna-XM_030986899.1	LOC115924531
XP_030842760.1	rna-XM_030986900.1	LOC115924531
XP_011668804.2	rna-XM_011670502.2	LOC593362
XP_001192834.1	rna-XM_001192834.4	LOC755959
XP_001192875.1	rna-XM_001192875.4	LOC755967
XP_011668805.1	rna-XM_011670503.2	LOC100892055
XP_003725324.1	rna-XM_003725276.3	LOC100892055
XP_011668806.1	rna-XM_011670504.2	LOC100891976
XP_011668808.1	rna-XM_011670506.2	LOC100891976
XP_011668807.1	rna-XM_011670505.2	LOC100891976
XP_003725323.1	rna-XM_003725275.3	LOC100891976
