Orthogroup	OWEFU	MOUSE
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	MOUSE10248, MOUSE10247, MOUSE10246
OG0002977	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1	MOUSE04693, MOUSE04694
OG0002978	OFUSG12256.1.p1	MOUSE20325, MOUSE27992, MOUSE11706, MOUSE11705, MOUSE11703
OG0002979	OFUSG00218.2.p1, OFUSG00218.1.p1	MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546
OG0002981	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1	MOUSE24011, MOUSE24009, MOUSE24008, MOUSE24010
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	MOUSE16587, MOUSE03257, MOUSE24110, MOUSE24112, MOUSE24111
OG0002984	OFUSG04262.1.p1	MOUSE42121, MOUSE42123, MOUSE42122, MOUSE42120, MOUSE42119
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	MOUSE14988, MOUSE14989
OG0002986	OFUSG05495.2.p1, OFUSG05495.1.p1	MOUSE31076, MOUSE31077, MOUSE39086, MOUSE39082, MOUSE39085, MOUSE39083, MOUSE39081, MOUSE39084
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554
OG0002988	OFUSG04569.2.p1, OFUSG04569.1.p1	MOUSE01198, MOUSE01199, MOUSE01194
OG0002989	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1	MOUSE11228, MOUSE11229
OG0002990	OFUSG06081.2.p1, OFUSG06081.1.p1	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239
OG0002991	OFUSG11186.1.p1	MOUSE21238
OG0002992	OFUSG12615.1.p1	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643
OG0002994	OFUSG04802.1.p1, OFUSG04806.1.p1	MOUSE09296, MOUSE09297
OG0002996	OFUSG06256.1.p1	MOUSE09342, MOUSE09341
OG0002997	OFUSG26855.1.p1, OFUSG23413.1.p1	MOUSE33712, MOUSE33711
OG0002998	OFUSG14182.1.p1	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332
OG0003002	OFUSG16733.1.p1	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649
OG0003003	OFUSG17638.1.p1, OFUSG17638.2.p1	MOUSE34319, MOUSE34320, MOUSE34322, MOUSE34321, MOUSE21673
OG0003004	OFUSG11480.1.p1	MOUSE18689, MOUSE42760
OG0003005	OFUSG11245.1.p1	MOUSE18225
OG0003006	OFUSG17958.1.p1	MOUSE17053
OG0003007	OFUSG01579.1.p1	MOUSE50351
OG0003008	OFUSG25480.1.p1, OFUSG25480.2.p1	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229
OG0003010	OFUSG00054.1.p1	MOUSE46873, MOUSE46874
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	MOUSE39414, MOUSE39417, MOUSE39416, MOUSE39415, MOUSE15024
OG0003012	OFUSG06422.1.p1	MOUSE40624
OG0003013	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1	MOUSE22051, MOUSE22050
OG0003014	OFUSG15945.1.p1	MOUSE12627
OG0003016	OFUSG03152.1.p1	MOUSE36263, MOUSE45221, MOUSE45220
OG0003018	OFUSG03127.1.p1	MOUSE45408
OG0003019	OFUSG17110.1.p1	MOUSE35632, MOUSE35633, MOUSE35636
OG0003021	OFUSG12843.1.p1	MOUSE04117, MOUSE04116, MOUSE04115, MOUSE04121, MOUSE04118, MOUSE04119, MOUSE04120
OG0003022	OFUSG14229.1.p1	MOUSE29861, MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614
OG0003023	OFUSG15695.1.p1, OFUSG15693.1.p1	MOUSE02701, MOUSE02700
OG0003024	OFUSG12479.1.p1	MOUSE24541, MOUSE24542, MOUSE24539
OG0003025	OFUSG17289.1.p1	MOUSE17101, MOUSE13361, MOUSE13360
OG0003026	OFUSG08234.1.p1	MOUSE06294, MOUSE06293
OG0003027	OFUSG21402.1.p1	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	OFUSG13558.1.p1	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	OFUSG20710.1.p1	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
OG0003030	OFUSG25379.1.p1	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388
OG0003031	OFUSG16648.1.p1	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649
OG0003032	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1	MOUSE36038, MOUSE36036, MOUSE36035, MOUSE36034, MOUSE36032, MOUSE36031, MOUSE36030, MOUSE36033, MOUSE19423, MOUSE46837, MOUSE46836, MOUSE46838, MOUSE36037
OG0003033	OFUSG01453.1.p1	MOUSE18942, MOUSE16005
OG0003034	OFUSG02654.1.p1	MOUSE48768, MOUSE48769
OG0003035	OFUSG01253.1.p1	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429, MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	MOUSE31234
OG0003037	OFUSG12491.1.p1	MOUSE37858
OG0003038	OFUSG09156.1.p1	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254
OG0003040	OFUSG24704.1.p1	MOUSE04097, MOUSE04096
OG0003041	OFUSG26411.1.p1	MOUSE13446, MOUSE13449, MOUSE13447, MOUSE13448
OG0003042	OFUSG04534.1.p1	MOUSE26381, MOUSE26378, MOUSE26379, MOUSE26380
OG0003043	OFUSG18158.1.p1	MOUSE03995, MOUSE03996
OG0003044	OFUSG22295.1.p1	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287
OG0003045	OFUSG04172.1.p1	MOUSE39880, MOUSE39881
OG0003045	OFUSG24692.1.p1, OFUSG24692.2.p1	MOUSE29857, MOUSE29856
OG0003046	OFUSG21357.1.p1	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040
OG0003048	OFUSG20691.1.p1, OFUSG20691.2.p1	MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202
OG0003049	OFUSG26252.1.p1	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263
OG0003050	OFUSG09796.1.p1	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981, MOUSE44894, MOUSE32989, MOUSE32991, MOUSE32988, MOUSE32986, MOUSE32987
OG0003051	OFUSG07901.1.p1, OFUSG07901.2.p1	MOUSE22702, MOUSE12616
OG0003052	OFUSG06790.1.p1	MOUSE21302
OG0003053	OFUSG19169.1.p1	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707
OG0003054	OFUSG25793.1.p1	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595
OG0003055	OFUSG21161.1.p1	MOUSE33434, MOUSE33435, MOUSE48879
OG0003057	OFUSG01472.1.p1	MOUSE50125, MOUSE50127, MOUSE50124, MOUSE50122, MOUSE50121, MOUSE50126, MOUSE50128, MOUSE50123
OG0003058	OFUSG09761.1.p1	MOUSE00368, MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566, MOUSE28571, MOUSE28570
OG0003059	OFUSG21766.1.p1, OFUSG21766.2.p1	MOUSE02981, MOUSE02982
OG0003060	OFUSG21496.1.p1	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789
OG0003061	OFUSG22038.1.p1, OFUSG22039.1.p1	MOUSE03045, MOUSE03043, MOUSE03044, MOUSE03042, MOUSE08064, MOUSE08065, MOUSE08066
OG0003062	OFUSG22987.1.p1	MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	MOUSE01749, MOUSE01748
OG0003064	OFUSG16596.1.p1	MOUSE47362, MOUSE47361
OG0003065	OFUSG09629.1.p1	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093
OG0003066	OFUSG01613.1.p1	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775
OG0003067	OFUSG05476.1.p1	MOUSE47968, MOUSE47967
OG0003069	OFUSG24012.1.p1, OFUSG01954.1.p1	MOUSE30220, MOUSE30221
OG0003071	OFUSG02538.1.p1	MOUSE54961, MOUSE54963, MOUSE54962, MOUSE54915, MOUSE54916, MOUSE55382, MOUSE55383, MOUSE55381, MOUSE40316, MOUSE43030, MOUSE40315
OG0003072	OFUSG19220.1.p1	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250
OG0003073	OFUSG22208.1.p1	MOUSE04961
OG0003074	OFUSG22963.1.p1	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700
OG0003075	OFUSG03295.1.p1	MOUSE38797
OG0003077	OFUSG10101.1.p1	MOUSE17167, MOUSE17168, MOUSE17166, MOUSE05965, MOUSE05961
OG0003078	OFUSG11722.1.p1	MOUSE07682, MOUSE03101, MOUSE07680, MOUSE07681
OG0003079	OFUSG19620.1.p1	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335
OG0003084	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1	MOUSE12593, MOUSE12592, MOUSE54562
OG0003086	OFUSG20429.1.p1	MOUSE11105, MOUSE11104
OG0003089	OFUSG15303.1.p1, OFUSG15302.1.p1	MOUSE16491, MOUSE16490, MOUSE16485, MOUSE16486, MOUSE16484, MOUSE16492
OG0003101	OFUSG26512.1.p1	MOUSE34169, MOUSE29374, MOUSE29372, MOUSE29373, MOUSE29137, MOUSE29138, MOUSE34171, MOUSE29139
OG0003103	OFUSG26724.1.p1, OFUSG03657.1.p1	MOUSE00299, MOUSE00298, MOUSE11387
OG0003104	OFUSG25660.1.p1	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217
OG0003105	OFUSG19655.1.p1	MOUSE32673
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	MOUSE49658
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207
OG0003110	OFUSG25812.1.p1	MOUSE13977
OG0003111	OFUSG24811.1.p1, OFUSG12678.1.p1	MOUSE50456
OG0003112	OFUSG18595.1.p1	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	MOUSE20064, MOUSE20062, MOUSE20063
OG0003115	OFUSG09196.1.p1	MOUSE44908, MOUSE19778, MOUSE30249
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	MOUSE30061, MOUSE30062
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355
OG0003119	OFUSG19562.1.p1	MOUSE15879
OG0003120	OFUSG17588.1.p1	MOUSE20868
OG0003121	OFUSG19684.1.p1	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594
OG0003122	OFUSG11284.1.p1	MOUSE07438, MOUSE07437
OG0003122	OFUSG05488.1.p1	MOUSE39148
OG0003123	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1	MOUSE53149, MOUSE49118, MOUSE49117
OG0003124	OFUSG24113.1.p1	MOUSE37999, MOUSE37996, MOUSE37997
OG0003125	OFUSG09603.1.p1	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360
OG0003126	OFUSG17303.1.p1	MOUSE20843, MOUSE20841
OG0003127	OFUSG12113.1.p1	MOUSE07499, MOUSE07498, MOUSE07508, MOUSE07510, MOUSE07509
OG0003128	OFUSG22958.1.p1	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017
OG0003130	OFUSG24116.1.p1	MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936
OG0003131	OFUSG24004.1.p1	MOUSE37612, MOUSE37613
OG0003132	OFUSG13365.1.p1, OFUSG13365.2.p1	MOUSE09861
OG0003133	OFUSG04998.1.p1	MOUSE49541
OG0003135	OFUSG22017.1.p1	MOUSE42796, MOUSE42793, MOUSE42795
OG0003136	OFUSG11408.1.p1	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666
OG0003137	OFUSG20631.1.p1	MOUSE43728, MOUSE43729, MOUSE43727, MOUSE43726, MOUSE43725, MOUSE43730
OG0003138	OFUSG26552.1.p1	MOUSE23148, MOUSE23147
OG0003140	OFUSG09635.1.p1	MOUSE19516, MOUSE51755
OG0003141	OFUSG17507.1.p1	MOUSE34574, MOUSE34575, MOUSE41342
OG0003142	OFUSG20057.1.p1	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840
OG0003144	OFUSG00084.1.p1	MOUSE16285, MOUSE16284
OG0003145	OFUSG07280.1.p1	MOUSE37117, MOUSE37116
OG0003146	OFUSG17076.2.p1, OFUSG17076.1.p1	MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720
OG0003147	OFUSG05907.1.p1	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234
OG0003148	OFUSG12277.1.p1	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667
OG0003149	OFUSG20155.1.p1, OFUSG20155.2.p1	MOUSE30335, MOUSE30336
OG0003150	OFUSG24838.1.p1	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618
OG0003152	OFUSG18463.1.p1	MOUSE03960, MOUSE03793, MOUSE03794
OG0003153	OFUSG04951.1.p1	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948
OG0003154	OFUSG17694.1.p1	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366
OG0003155	OFUSG10120.1.p1	MOUSE46105, MOUSE46106
OG0003156	OFUSG00543.1.p1	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319
OG0003157	OFUSG02293.1.p1, OFUSG02291.1.p1	MOUSE45059, MOUSE45058, MOUSE45057
OG0003158	OFUSG04551.1.p1	MOUSE22347, MOUSE22346, MOUSE18939
OG0003159	OFUSG00694.1.p1, OFUSG10284.1.p1	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159
OG0003160	OFUSG19116.1.p1	MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077
OG0003161	OFUSG12513.1.p1	MOUSE07415, MOUSE07416, MOUSE07414
OG0003162	OFUSG12213.1.p1	MOUSE07361, MOUSE07360, MOUSE22667
OG0003164	OFUSG03455.1.p1	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048
OG0003165	OFUSG01448.1.p1	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084
OG0003166	OFUSG13956.1.p1	MOUSE13105
OG0003167	OFUSG15741.1.p1	MOUSE46318, MOUSE04968
OG0003169	OFUSG16524.1.p1	MOUSE22114, MOUSE22115
OG0003171	OFUSG07971.1.p1	MOUSE24077, MOUSE24078
OG0003172	OFUSG04307.1.p1	MOUSE30909, MOUSE30908
OG0003174	OFUSG03000.1.p1	MOUSE19261, MOUSE19260, MOUSE19259
OG0003175	OFUSG16466.1.p1	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975
OG0003176	OFUSG20448.1.p1	MOUSE49578, MOUSE49579
OG0003177	OFUSG19290.1.p1	MOUSE35932
OG0003178	OFUSG25106.1.p1	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733
OG0003179	OFUSG18054.1.p1	MOUSE36753, MOUSE36752
OG0003180	OFUSG15647.1.p1	MOUSE37502, MOUSE16836, MOUSE37501, MOUSE37503, MOUSE37500, MOUSE37504
OG0003181	OFUSG10646.1.p1	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771
OG0003183	OFUSG23715.1.p1	MOUSE14736, MOUSE53126, MOUSE53125, MOUSE23268
OG0003184	OFUSG09950.1.p1, OFUSG09950.2.p1	MOUSE31546
OG0003185	OFUSG01650.1.p1	MOUSE45835, MOUSE45834, MOUSE42070
OG0003186	OFUSG01205.1.p1, OFUSG01205.2.p1	MOUSE55002
OG0003187	OFUSG26287.1.p1	MOUSE48664, MOUSE48665
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366
OG0003189	OFUSG02491.1.p1	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392
OG0003191	OFUSG12992.1.p1	MOUSE02537
OG0003192	OFUSG16446.1.p1	MOUSE22239, MOUSE22238
OG0003192	OFUSG17260.1.p1	MOUSE53061
OG0003193	OFUSG24759.1.p1	MOUSE12911
OG0003195	OFUSG10102.1.p1	MOUSE05956, MOUSE05955, MOUSE05950, MOUSE05953, MOUSE05951, MOUSE05954, MOUSE05959, MOUSE05957, MOUSE05960, MOUSE05958, MOUSE05952
OG0003196	OFUSG22489.1.p1, OFUSG05394.1.p1	MOUSE15027, MOUSE15028
OG0003197	OFUSG14583.1.p1	MOUSE19127, MOUSE19123, MOUSE19124
OG0003199	OFUSG06190.1.p1	MOUSE54398, MOUSE36250, MOUSE54397
OG0003200	OFUSG20992.1.p1	MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941
OG0003203	OFUSG17108.1.p1	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339
OG0003204	OFUSG02698.1.p1	MOUSE05076, MOUSE05072, MOUSE05073, MOUSE05075, MOUSE05074, MOUSE05071
OG0003205	OFUSG08876.1.p1, OFUSG08876.2.p1, OFUSG08876.3.p1	MOUSE01356, MOUSE10612, MOUSE10611, MOUSE10610
OG0003206	OFUSG02911.1.p1	MOUSE16900, MOUSE16898, MOUSE16899
OG0003207	OFUSG19091.1.p1	MOUSE52887, MOUSE52886, MOUSE35418
OG0003208	OFUSG19343.1.p1	MOUSE35505, MOUSE35503, MOUSE35504, MOUSE22976, MOUSE22977
OG0003210	OFUSG00428.1.p1	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	MOUSE17337, MOUSE14391
OG0003213	OFUSG08561.1.p1, OFUSG03503.1.p1	MOUSE01644, MOUSE01645
OG0003214	OFUSG03898.1.p1	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683
OG0003217	OFUSG23691.2.p1, OFUSG23691.1.p1	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661
OG0003218	OFUSG14315.1.p1	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409
OG0003219	OFUSG03547.1.p1	MOUSE30112, MOUSE30113, MOUSE30111
OG0003220	OFUSG00185.2.p1, OFUSG00185.1.p1	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318
OG0003221	OFUSG23484.1.p1	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837
OG0003222	OFUSG20299.1.p1	MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277
OG0003223	OFUSG22793.1.p1	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765
OG0003224	OFUSG23256.2.p1, OFUSG23256.1.p1	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437
OG0003225	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1	MOUSE50984
OG0003226	OFUSG01013.1.p1	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972
OG0003227	OFUSG18839.1.p1	MOUSE44731, MOUSE44729
OG0003228	OFUSG25095.1.p1	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183
OG0003229	OFUSG25738.1.p1	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710
OG0003230	OFUSG06967.1.p1	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003232	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1	MOUSE18238, MOUSE20443
OG0003234	OFUSG20307.1.p1	MOUSE19369
OG0003236	OFUSG18162.2.p1, OFUSG18162.3.p1, OFUSG18162.1.p1	MOUSE06121, MOUSE06120, MOUSE06119
OG0003237	OFUSG04073.1.p1	MOUSE38362, MOUSE38363, MOUSE38360, MOUSE38359, MOUSE38361, MOUSE52257
OG0003238	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1	MOUSE27678
OG0003250	OFUSG13114.1.p1	MOUSE02868, MOUSE02866, MOUSE02867, MOUSE02869, MOUSE02870, MOUSE28266, MOUSE28267
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003252	OFUSG11927.1.p1	MOUSE07423, MOUSE07422
OG0003253	OFUSG19675.3.p1, OFUSG19675.2.p1, OFUSG19675.1.p1	MOUSE32290, MOUSE32292, MOUSE32291, MOUSE51442, MOUSE51443
OG0003254	OFUSG21699.1.p1	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003255	OFUSG04049.1.p1	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841
OG0003259	OFUSG10754.1.p1	MOUSE40307
OG0003260	OFUSG26572.1.p1	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413
OG0003261	OFUSG12773.1.p1	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736
OG0003262	OFUSG15140.1.p1	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751
OG0003263	OFUSG09944.1.p1	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003264	OFUSG17329.1.p1	MOUSE09214, MOUSE21677, MOUSE21676
OG0003265	OFUSG06294.1.p1	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981
OG0003266	OFUSG08987.1.p1	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	OFUSG17971.1.p1	MOUSE20876
OG0003268	OFUSG05362.1.p1	MOUSE13509, MOUSE13508
OG0003269	OFUSG10348.1.p1	MOUSE46096, MOUSE46097
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	MOUSE14493
OG0003272	OFUSG02979.5.p1	MOUSE48741, MOUSE48740
OG0003275	OFUSG04938.1.p1	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576
OG0003276	OFUSG12445.1.p1, OFUSG12445.2.p1	MOUSE20116, MOUSE18116
OG0003277	OFUSG06456.1.p1	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003278	OFUSG11816.1.p1	MOUSE24735
OG0003279	OFUSG02810.1.p1	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398
OG0003280	OFUSG09273.2.p1, OFUSG09273.1.p1	MOUSE43478, MOUSE43479
OG0003280	OFUSG16871.1.p1	MOUSE43480
OG0003282	OFUSG05974.1.p1	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165
OG0003283	OFUSG06061.1.p1	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	MOUSE22376, MOUSE22374
OG0003286	OFUSG10209.1.p1	MOUSE38677, MOUSE38679
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	MOUSE37027, MOUSE53951
OG0003289	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949
OG0003290	OFUSG07475.1.p1, OFUSG07475.2.p1	MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003291	OFUSG15651.1.p1	MOUSE04595, MOUSE04594
OG0003292	OFUSG23185.1.p1	MOUSE54609
OG0003293	OFUSG13182.1.p1	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485
OG0003295	OFUSG06646.1.p1	MOUSE00934, MOUSE00935, MOUSE00933
OG0003296	OFUSG22700.1.p1	MOUSE15223, MOUSE15224
OG0003297	OFUSG10878.1.p1	MOUSE05112, MOUSE05115, MOUSE05114
OG0003298	OFUSG02626.1.p1	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036
OG0003301	OFUSG25751.1.p1	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851
OG0003302	OFUSG18361.1.p1	MOUSE03287
