Orthogroup	OWEFU	YEAST
OG0007417	OFUSG22448.1.p1	YEAST04175
OG0007419	OFUSG18337.1.p1	YEAST02667
OG0007421	OFUSG07551.1.p1	YEAST00762
OG0007424	OFUSG18027.1.p1, OFUSG18027.2.p1	YEAST05463
OG0007425	OFUSG05643.1.p1	YEAST06135
OG0007427	OFUSG11080.2.p1, OFUSG11080.1.p1	YEAST00763
OG0007428	OFUSG16303.1.p1, OFUSG04650.1.p1	YEAST01536
OG0007431	OFUSG17080.1.p1	YEAST00610
OG0007439	OFUSG12912.1.p1	YEAST01063
OG0007442	OFUSG26591.1.p1	YEAST03687
OG0007446	OFUSG15616.1.p1	YEAST04647
OG0007451	OFUSG04847.1.p1	YEAST02017
OG0007454	OFUSG11207.1.p1	YEAST01359
OG0007456	OFUSG13703.1.p1	YEAST00931
OG0007458	OFUSG12861.1.p1	YEAST02196
OG0007460	OFUSG12178.1.p1	YEAST04891
OG0007463	OFUSG07010.1.p1	YEAST00394
OG0007478	OFUSG13230.1.p1	YEAST02470
OG0007482	OFUSG17340.1.p1	YEAST05783
OG0007483	OFUSG23534.1.p1	YEAST01187
OG0007484	OFUSG11388.1.p1	YEAST00517
OG0007488	OFUSG07538.1.p1	YEAST04193
OG0007495	OFUSG04434.1.p1	YEAST04536
OG0007498	OFUSG17266.1.p1	YEAST00593
OG0007499	OFUSG11843.1.p1	YEAST03994
OG0007504	OFUSG11026.1.p1	YEAST02642
OG0007508	OFUSG26113.1.p1	YEAST05759
OG0007509	OFUSG13309.1.p1	YEAST03229
OG0007519	OFUSG20874.1.p1	YEAST04589
OG0007528	OFUSG00537.1.p1	YEAST02438
OG0007550	OFUSG04956.1.p1	YEAST03311
OG0007591	OFUSG04404.1.p1	YEAST02623
OG0007597	OFUSG07837.1.p1	YEAST05244
OG0007615	OFUSG06032.1.p1	YEAST05127
OG0007618	OFUSG01286.1.p1	YEAST02486
OG0007619	OFUSG23637.1.p1	YEAST04342
OG0007624	OFUSG00912.1.p1	YEAST03901
OG0007645	OFUSG09967.1.p1	YEAST05586
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	YEAST05572
OG0007648	OFUSG23402.1.p1	YEAST03775
OG0007656	OFUSG06312.1.p1	YEAST02935
OG0007657	OFUSG00269.1.p1	YEAST01213
OG0007663	OFUSG08187.1.p1	YEAST01133
OG0007673	OFUSG12933.1.p1	YEAST04892
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	YEAST01965
OG0007685	OFUSG11339.1.p1	YEAST00976
OG0007690	OFUSG05888.1.p1	YEAST00054
OG0007692	OFUSG10240.1.p1	YEAST05386
OG0007698	OFUSG13946.1.p1	YEAST04526
OG0007701	OFUSG22537.1.p1	YEAST04394
OG0007703	OFUSG10399.1.p1	YEAST03290
OG0007704	OFUSG04621.1.p1	YEAST01687
OG0007712	OFUSG05858.1.p1	YEAST02916
OG0007722	OFUSG09667.1.p1	YEAST06130
OG0007727	OFUSG04739.1.p1	YEAST01129
OG0007739	OFUSG00877.1.p1	YEAST04408
OG0007744	OFUSG07022.1.p1	YEAST04303
OG0007749	OFUSG06926.1.p1	YEAST02144
OG0007751	OFUSG19113.1.p1	YEAST03046
OG0007754	OFUSG23541.2.p2, OFUSG23541.1.p1	YEAST03550
OG0007760	OFUSG13141.1.p1	YEAST02821
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	YEAST03772, YEAST02908
OG0007769	OFUSG10116.1.p1	YEAST02589
OG0007772	OFUSG14806.1.p1	YEAST05211
OG0007773	OFUSG05099.1.p1	YEAST05609
OG0007783	OFUSG18356.1.p1	YEAST03579
OG0007784	OFUSG04138.1.p1	YEAST01170
OG0007786	OFUSG12053.1.p1	YEAST01347
OG0007787	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1	YEAST03458
OG0007801	OFUSG10903.1.p1	YEAST02556, YEAST00332
OG0007803	OFUSG11295.1.p1	YEAST00818
OG0007810	OFUSG18852.1.p1	YEAST06278
OG0007811	OFUSG20077.1.p1	YEAST05686
OG0007816	OFUSG17687.1.p1	YEAST00605
OG0007823	OFUSG18984.1.p1	YEAST03887
OG0007825	OFUSG04410.1.p1	YEAST05054
OG0007829	OFUSG21398.1.p1	YEAST02649
OG0007830	OFUSG03916.1.p1	YEAST03594
OG0007831	OFUSG19212.1.p1	YEAST03693
OG0007838	OFUSG23633.1.p1	YEAST04312
OG0007840	OFUSG12949.1.p1	YEAST02829
OG0007843	OFUSG02689.1.p1	YEAST04794
OG0007848	OFUSG00458.1.p1	YEAST03711
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	YEAST01915
OG0007854	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1	YEAST01377
OG0007858	OFUSG19527.1.p1	YEAST03196
OG0007866	OFUSG18566.2.p1, OFUSG18566.1.p1	YEAST06036
OG0007912	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1	YEAST04725
OG0007941	OFUSG13492.1.p1	YEAST03892
OG0007943	OFUSG00522.1.p1	YEAST03288
OG0007947	OFUSG17878.1.p1	YEAST02420
OG0007958	OFUSG17138.1.p1	YEAST01011
OG0007971	OFUSG13159.1.p1	YEAST03990
OG0007975	OFUSG26469.1.p1	YEAST01243
OG0007976	OFUSG11047.1.p1	YEAST02259
OG0007978	OFUSG23595.1.p1	YEAST01491
OG0007982	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1	YEAST03186
OG0007986	OFUSG09300.1.p1	YEAST01263
OG0007991	OFUSG11336.1.p1	YEAST02341
OG0007993	OFUSG12464.1.p1	YEAST00089
OG0007995	OFUSG06540.1.p1	YEAST03463
OG0007996	OFUSG25545.1.p1	YEAST04079
OG0007998	OFUSG04732.1.p1	YEAST00688
OG0008008	OFUSG08327.1.p1	YEAST02355
OG0008020	OFUSG25021.1.p1	YEAST05433
OG0008030	OFUSG14835.1.p1	YEAST00039
OG0008031	OFUSG02167.1.p1	YEAST04719
OG0008038	OFUSG19938.1.p1	YEAST05601
OG0008042	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1	YEAST04557, YEAST00839
OG0008053	OFUSG07380.1.p1	YEAST05804
OG0008055	OFUSG18746.1.p1	YEAST05224
OG0008056	OFUSG12830.1.p1	YEAST04542
OG0008069	OFUSG21110.1.p1	YEAST00959
OG0008074	OFUSG23885.1.p1	YEAST05664
OG0008079	OFUSG21485.1.p1	YEAST03108
OG0008085	OFUSG06913.1.p1	YEAST04107
OG0008091	OFUSG24010.1.p1	YEAST06200
OG0008100	OFUSG01562.1.p1	YEAST03959
OG0008103	OFUSG12555.1.p1	YEAST05352
OG0008104	OFUSG19032.1.p1	YEAST06240
OG0008105	OFUSG12576.1.p1	YEAST03324
OG0008111	OFUSG09040.1.p1	YEAST06004, YEAST05693
OG0008115	OFUSG11236.1.p1	YEAST05684, YEAST06009
OG0008122	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1	YEAST01663
OG0008136	OFUSG19526.1.p1	YEAST02756
OG0008167	OFUSG02460.1.p1, OFUSG17400.1.p1, OFUSG24989.1.p1, OFUSG20288.1.p1, OFUSG15165.1.p1, OFUSG15166.1.p1, OFUSG15167.1.p1, OFUSG21052.1.p1, OFUSG15150.1.p1, OFUSG22789.1.p1, OFUSG22759.1.p1, OFUSG22758.1.p1, OFUSG12480.1.p1, OFUSG24138.1.p1, OFUSG02410.1.p1, OFUSG18736.1.p1, OFUSG06798.1.p1, OFUSG26584.1.p1, OFUSG11963.1.p1, OFUSG25681.1.p1, OFUSG08594.1.p1	YEAST00909
OG0008196	OFUSG09768.1.p1	YEAST03623
OG0008201	OFUSG06477.1.p1	YEAST01163
OG0008202	OFUSG01243.1.p1	YEAST06186
OG0008219	OFUSG10555.1.p1	YEAST05754
OG0008244	OFUSG17823.1.p1	YEAST04999
OG0008251	OFUSG04432.1.p1	YEAST01472
OG0008254	OFUSG09022.1.p1	YEAST04740
OG0008267	OFUSG05618.1.p1	YEAST02722
OG0008273	OFUSG16901.1.p2	YEAST00628
OG0008275	OFUSG00447.1.p1	YEAST05358
OG0008281	OFUSG11718.1.p1	YEAST01387
OG0008307	OFUSG22258.1.p1	YEAST01285
OG0008323	OFUSG01139.1.p1	YEAST05718
OG0008332	OFUSG05493.1.p1	YEAST03366
OG0008339	OFUSG05573.1.p1	YEAST03286
OG0008346	OFUSG21846.1.p1	YEAST01382
OG0008348	OFUSG17668.1.p1	YEAST03383
OG0008351	OFUSG02204.1.p1	YEAST01276
OG0008401	OFUSG06169.1.p1	YEAST02115
OG0008403	OFUSG01568.1.p1	YEAST01318
OG0008404	OFUSG08101.1.p1	YEAST02842
OG0008416	OFUSG20930.1.p1	YEAST05168
OG0008524	OFUSG24099.1.p1	YEAST02216
OG0008533	OFUSG00049.1.p1	YEAST00770
OG0008540	OFUSG16024.1.p1	YEAST02219
OG0008542	OFUSG12183.1.p1	YEAST00506
OG0008546	OFUSG05395.1.p1	YEAST03499
OG0008582	OFUSG03358.1.p1	YEAST04883
OG0008602	OFUSG11976.1.p1	YEAST04166
OG0008620	OFUSG20037.1.p1	YEAST00843
OG0008626	OFUSG20255.1.p1	YEAST03306
OG0008645	OFUSG20879.1.p1	YEAST05803
OG0008664	OFUSG21883.1.p1, OFUSG21885.1.p1, OFUSG21884.1.p1, OFUSG21886.1.p1	YEAST05851
OG0008677	OFUSG13748.1.p1	YEAST03567
OG0008680	OFUSG06610.1.p1	YEAST02511
OG0008681	OFUSG26283.1.p1	YEAST04884
OG0008789	OFUSG07815.2.p1, OFUSG07815.1.p1	YEAST05903
OG0008794	OFUSG02206.1.p1	YEAST01976, YEAST00168, YEAST00957
OG0008818	OFUSG09313.1.p1	YEAST00271
OG0008823	OFUSG15629.1.p1, OFUSG15314.1.p1	YEAST03936
OG0008824	OFUSG07974.1.p1, OFUSG07974.2.p1	YEAST01698
OG0008861	OFUSG20546.1.p1	YEAST04983
OG0008872	OFUSG13246.1.p1, OFUSG13246.2.p1	YEAST03799
OG0008873	OFUSG11918.1.p1	YEAST04429
OG0008879	OFUSG22573.1.p1	YEAST05579
OG0008887	OFUSG15081.1.p1	YEAST00387
OG0008903	OFUSG06420.1.p1	YEAST01637
OG0008923	OFUSG05659.1.p1	YEAST01739
OG0008946	OFUSG03165.1.p1	YEAST00403
OG0009013	OFUSG06115.1.p1, OFUSG06115.2.p1, OFUSG07972.1.p1, OFUSG20378.2.p1, OFUSG20378.1.p1, OFUSG20378.3.p1, OFUSG20377.1.p1, OFUSG13791.1.p1, OFUSG22626.1.p1, OFUSG04310.1.p1, OFUSG04308.1.p1, OFUSG17635.1.p1, OFUSG04309.1.p1, OFUSG07520.1.p1, OFUSG07527.1.p1, OFUSG06452.1.p1, OFUSG06453.1.p1, OFUSG06761.1.p1, OFUSG21719.1.p1	YEAST03778
OG0009026	OFUSG19525.1.p1	YEAST00390, YEAST06086
OG0009056	OFUSG25199.1.p1	YEAST00322
OG0009066	OFUSG15489.2.p1, OFUSG15489.1.p1	YEAST04511
OG0009099	OFUSG18912.1.p1	YEAST05709
OG0009105	OFUSG11296.1.p1	YEAST02501
OG0009165	OFUSG03774.1.p1	YEAST05085, YEAST01742
OG0009172	OFUSG11813.1.p1	YEAST02854
OG0009232	OFUSG18656.1.p1	YEAST04731
OG0009311	OFUSG03423.1.p1	YEAST00623
OG0009315	OFUSG14677.1.p1	YEAST04722
OG0009344	OFUSG10536.1.p1	YEAST03868
OG0009361	OFUSG16777.1.p1	YEAST02727
OG0009394	OFUSG07164.1.p1	YEAST04927
OG0009396	OFUSG23229.1.p1	YEAST03896
OG0009451	OFUSG05469.1.p1, OFUSG05469.2.p1	YEAST05755, YEAST04763
OG0009472	OFUSG23265.1.p1	YEAST01737
OG0009483	OFUSG20618.1.p1	YEAST05877
OG0009486	OFUSG03543.1.p1	YEAST00324
OG0009497	OFUSG25559.1.p1, OFUSG21078.1.p1	YEAST03830
OG0009582	OFUSG22701.2.p1, OFUSG22701.1.p1, OFUSG24845.1.p1, OFUSG24846.1.p1, OFUSG16767.1.p1, OFUSG17584.1.p1	YEAST04984
OG0009590	OFUSG19261.1.p1	YEAST02138
OG0009604	OFUSG20315.1.p1	YEAST04803
OG0009614	OFUSG18217.1.p1	YEAST00622
OG0009676	OFUSG04823.1.p1	YEAST05959
OG0009737	OFUSG20672.1.p1, OFUSG20672.2.p1	YEAST02025
OG0009892	OFUSG09272.1.p1	YEAST01082
OG0009911	OFUSG17618.1.p1	YEAST03388
OG0010229	OFUSG15139.1.p1	YEAST00880, YEAST04666, YEAST04383
OG0010284	OFUSG23101.1.p1	YEAST01922
OG0010369	OFUSG18709.1.p1, OFUSG18709.2.p1	YEAST01224
OG0010481	OFUSG17210.1.p1	YEAST01854
OG0010491	OFUSG00929.1.p1, OFUSG00929.2.p1	YEAST04603
OG0010841	OFUSG23388.1.p1	YEAST05695
OG0010858	OFUSG04316.1.p1	YEAST04030, YEAST05272
OG0010930	OFUSG19379.1.p1, OFUSG19379.2.p1	YEAST02641
OG0010980	OFUSG13216.1.p1	YEAST00370
OG0011003	OFUSG12928.1.p1	YEAST03808
OG0011111	OFUSG12763.1.p1, OFUSG26488.1.p1	YEAST00210
OG0011216	OFUSG15582.1.p1	YEAST02293
OG0011272	OFUSG16002.1.p1	YEAST04075
OG0011464	OFUSG07754.1.p1, OFUSG07931.1.p1	YEAST01096
OG0011734	OFUSG14470.1.p1	YEAST04911
OG0011960	OFUSG11842.1.p1	YEAST01713
OG0012801	OFUSG20860.1.p1	YEAST04938, YEAST04971
OG0013442	OFUSG01369.1.p1	YEAST06090, YEAST01462, YEAST05562, YEAST00440, YEAST03773, YEAST03178, YEAST00432, YEAST05174, YEAST01616
OG0014156	OFUSG21218.4.p1, OFUSG21218.1.p1, OFUSG21218.2.p1, OFUSG21218.3.p1, OFUSG21224.1.p1	YEAST06334
OG0015219	OFUSG04702.1.p1	YEAST06205
OG0016027	OFUSG00547.1.p1	YEAST00487, YEAST01001
OG0016400	OFUSG15112.1.p1	YEAST06093, YEAST04389, YEAST01827
OG0016445	OFUSG23829.1.p1, OFUSG21615.1.p1	YEAST04768, YEAST03664
OG0016568	OFUSG01391.1.p1	YEAST04611, YEAST02099, YEAST04870
OG0016569	OFUSG01392.1.p1	YEAST04871, YEAST02100, YEAST04612
OG0018045	OFUSG05223.1.p1	YEAST01009
OG0018045	OFUSG02600.2.p1, OFUSG02600.1.p1	YEAST01191
OG0018440	OFUSG04559.1.p1	YEAST00661
OG0019907	OFUSG22726.1.p1	YEAST03365, YEAST01816
OG0020448	OFUSG14476.1.p1	YEAST04583
OG0021660	OFUSG12875.1.p1, OFUSG07210.1.p1	YEAST02161, YEAST06124, YEAST03304
OG0023902	OFUSG00618.1.p1	YEAST03101
OG0024312	OFUSG21381.1.p1	YEAST04012
OG0024689	OFUSG14899.1.p1	YEAST01592
OG0025796	OFUSG00879.1.p1, OFUSG02420.1.p1	YEAST03100
OG0025844	OFUSG03690.1.p1, OFUSG11956.1.p1, OFUSG11955.1.p1	YEAST00650
OG0025850	OFUSG08795.1.p1, OFUSG04261.1.p1, OFUSG04261.2.p1	YEAST05288
OG0046812	OFUSG17596.1.p1	YEAST02195
