Orthogroup	OWEFU	CAPO3
OG0004396	OFUSG21440.1.p1	CAPO300955
OG0004398	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1	CAPO307605
OG0004399	OFUSG18895.1.p1, OFUSG18895.2.p1	CAPO301536
OG0004400	OFUSG13116.1.p1	CAPO304368, CAPO302395
OG0004401	OFUSG17102.1.p1	CAPO307684
OG0004404	OFUSG13040.1.p1	CAPO300907
OG0004405	OFUSG10510.1.p1	CAPO302866
OG0004406	OFUSG11750.1.p1	CAPO305558
OG0004413	OFUSG19215.1.p1	CAPO301518
OG0004417	OFUSG21036.1.p1	CAPO302119
OG0004418	OFUSG21318.1.p1, OFUSG08241.1.p1	CAPO305208
OG0004421	OFUSG09765.1.p1	CAPO303320
OG0004423	OFUSG12675.1.p1	CAPO306935
OG0004425	OFUSG04544.1.p1	CAPO302090
OG0004426	OFUSG14933.1.p1	CAPO301784
OG0004459	OFUSG05552.1.p1, OFUSG05552.2.p1	CAPO300459
OG0004460	OFUSG04747.1.p1	CAPO307206
OG0004461	OFUSG07105.1.p1	CAPO305355
OG0004462	OFUSG14517.1.p1	CAPO302893
OG0004465	OFUSG21289.1.p1	CAPO303487
OG0004467	OFUSG24126.1.p1	CAPO307496
OG0004468	OFUSG15364.1.p1	CAPO307854
OG0004472	OFUSG19542.1.p1	CAPO303803
OG0004474	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1	CAPO300829
OG0004476	OFUSG03473.1.p1	CAPO307856
OG0004479	OFUSG05226.1.p1	CAPO303963
OG0004481	OFUSG09639.1.p1	CAPO306702
OG0004483	OFUSG17696.1.p1	CAPO303122
OG0004484	OFUSG23258.1.p1	CAPO302152
OG0004486	OFUSG20259.1.p1	CAPO307639
OG0004488	OFUSG08603.1.p1	CAPO301849
OG0004489	OFUSG19255.1.p1	CAPO305447
OG0004492	OFUSG22257.1.p1	CAPO307196
OG0004494	OFUSG10248.1.p1	CAPO306570
OG0004495	OFUSG08418.1.p1	CAPO306359
OG0004496	OFUSG07230.1.p1	CAPO303733
OG0004497	OFUSG20901.1.p1, OFUSG20901.2.p1	CAPO307202
OG0004498	OFUSG20779.1.p1	CAPO305224
OG0004500	OFUSG17190.1.p1	CAPO301850
OG0004501	OFUSG00301.1.p1	CAPO301840
OG0004502	OFUSG09554.1.p1, OFUSG25788.1.p1	CAPO301779, CAPO300429
OG0004503	OFUSG03545.1.p1	CAPO300332
OG0004506	OFUSG10629.1.p1	CAPO305016
OG0004507	OFUSG09055.1.p1	CAPO301894
OG0004508	OFUSG08408.1.p1	CAPO301654
OG0004509	OFUSG04151.1.p1	CAPO300500
OG0004511	OFUSG08755.1.p1	CAPO303457
OG0004512	OFUSG12443.1.p2, OFUSG12440.1.p1	CAPO302842
OG0004513	OFUSG26259.1.p1	CAPO303104
OG0004515	OFUSG06070.1.p1	CAPO305182
OG0004516	OFUSG22450.1.p1	CAPO306036, CAPO307859
OG0004517	OFUSG09941.1.p1, OFUSG09941.2.p1	CAPO305332
OG0004518	OFUSG26235.1.p1	CAPO306412
OG0004519	OFUSG19459.1.p1, OFUSG19459.2.p1	CAPO307914
OG0004520	OFUSG14215.1.p1	CAPO300090
OG0004521	OFUSG07989.1.p1	CAPO306692
OG0004523	OFUSG09566.1.p1	CAPO304989
OG0004525	OFUSG21962.1.p1	CAPO303518
OG0004526	OFUSG25412.1.p1	CAPO302498
OG0004527	OFUSG00322.1.p1	CAPO302077
OG0004529	OFUSG13290.1.p1	CAPO306628
OG0004530	OFUSG03014.1.p1	CAPO304739
OG0004531	OFUSG03844.2.p1, OFUSG03844.1.p1, OFUSG12734.2.p1, OFUSG12734.1.p1	CAPO302345, CAPO307115
OG0004532	OFUSG17819.1.p1	CAPO300005
OG0004533	OFUSG16086.1.p1	CAPO306022
OG0004535	OFUSG11409.1.p1	CAPO307124
OG0004537	OFUSG19069.1.p1	CAPO306837
OG0004540	OFUSG16071.1.p1	CAPO307351
OG0004542	OFUSG25591.2.p1, OFUSG25591.1.p1	CAPO306706
OG0004544	OFUSG06245.1.p1, OFUSG05691.1.p1	CAPO306563
OG0004545	OFUSG23646.1.p1, OFUSG23649.1.p1	CAPO307212
OG0004546	OFUSG26604.1.p1	CAPO306808
OG0004547	OFUSG06133.1.p1	CAPO304852
OG0004548	OFUSG08416.1.p1	CAPO305113
OG0004551	OFUSG16195.1.p1, OFUSG16195.2.p1	CAPO301498
OG0004552	OFUSG13863.1.p1, OFUSG24698.1.p1	CAPO301361, CAPO306759
OG0004553	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1	CAPO302768
OG0004554	OFUSG07017.1.p1	CAPO300747
OG0004555	OFUSG20338.1.p1	CAPO301994
OG0004556	OFUSG24005.2.p1, OFUSG24005.1.p1	CAPO305616
OG0004558	OFUSG26445.1.p1	CAPO307355
OG0004559	OFUSG09948.1.p1	CAPO303756
OG0004561	OFUSG24869.1.p1	CAPO304794
OG0004563	OFUSG01035.1.p1	CAPO303030
OG0004564	OFUSG11372.1.p1	CAPO301873
OG0004565	OFUSG25212.1.p1, OFUSG25214.1.p1	CAPO303409
OG0004566	OFUSG17189.1.p1	CAPO302081
OG0004569	OFUSG15462.1.p1	CAPO303601
OG0004572	OFUSG20446.1.p1	CAPO302719
OG0004573	OFUSG14867.1.p1	CAPO305859
OG0004574	OFUSG01611.1.p1	CAPO300276
OG0004577	OFUSG05229.1.p1	CAPO307905
OG0004578	OFUSG08031.1.p1	CAPO307713
OG0004579	OFUSG19362.1.p1	CAPO308171
OG0004581	OFUSG26863.1.p1, OFUSG26863.2.p1	CAPO305629
OG0004582	OFUSG21277.1.p1	CAPO304857
OG0004583	OFUSG12908.1.p1	CAPO301319
OG0004585	OFUSG20357.1.p1	CAPO307959
OG0004587	OFUSG02164.1.p1	CAPO303576
OG0004588	OFUSG22313.1.p1	CAPO307046
OG0004590	OFUSG14930.2.p1, OFUSG14930.1.p1	CAPO307910
OG0004592	OFUSG21433.1.p1	CAPO307767
OG0004593	OFUSG04892.1.p1	CAPO306311
OG0004595	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1	CAPO305901
OG0004596	OFUSG07539.1.p1	CAPO300672
OG0004599	OFUSG26506.1.p1	CAPO306185
OG0004600	OFUSG14651.1.p1	CAPO306391
OG0004601	OFUSG25669.1.p1	CAPO300529
OG0004602	OFUSG18345.1.p1	CAPO307709
OG0004605	OFUSG10056.1.p1	CAPO303013
OG0004609	OFUSG07084.1.p1	CAPO305274
OG0004610	OFUSG09759.1.p1	CAPO308217
OG0004611	OFUSG13143.1.p1	CAPO305879, CAPO305850
OG0004612	OFUSG16853.2.p1, OFUSG16853.1.p1	CAPO307176
OG0004616	OFUSG03912.1.p1	CAPO302661, CAPO307774
OG0004619	OFUSG16672.1.p1	CAPO306976
OG0004621	OFUSG19375.1.p1, OFUSG19375.2.p1	CAPO301592
OG0004626	OFUSG20569.1.p1	CAPO304074
OG0004627	OFUSG14785.1.p1, OFUSG14785.2.p1	CAPO302578
OG0004628	OFUSG17226.1.p1	CAPO300844
OG0004629	OFUSG14690.1.p1	CAPO300874
OG0004630	OFUSG20291.1.p1, OFUSG20291.2.p1	CAPO300032
OG0004633	OFUSG13692.1.p1	CAPO306431
OG0004634	OFUSG13542.1.p1	CAPO306443
OG0004635	OFUSG19569.1.p1	CAPO305826
OG0004638	OFUSG08345.2.p1, OFUSG08345.1.p1	CAPO300328
OG0004639	OFUSG25724.1.p1	CAPO304960
OG0004640	OFUSG16860.1.p1	CAPO305391
OG0004641	OFUSG08286.1.p1	CAPO301192
OG0004642	OFUSG05078.1.p1	CAPO303810
OG0004643	OFUSG14661.1.p1	CAPO303111
OG0004644	OFUSG11984.1.p1, OFUSG11984.2.p1	CAPO308177
OG0004646	OFUSG08555.1.p1	CAPO304987
OG0004648	OFUSG25016.1.p1	CAPO306796
OG0004649	OFUSG22259.1.p1	CAPO308035
OG0004651	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1	CAPO307192
OG0004652	OFUSG14432.1.p1	CAPO307126
OG0004654	OFUSG07791.1.p1	CAPO304098
OG0004655	OFUSG07897.1.p1	CAPO300932
OG0004656	OFUSG13180.1.p1	CAPO306315
OG0004657	OFUSG20946.1.p1	CAPO300965
OG0004658	OFUSG00003.2.p1, OFUSG00003.1.p1	CAPO302853
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	CAPO305571
OG0004663	OFUSG15708.1.p1	CAPO307060
OG0004664	OFUSG14191.1.p1	CAPO304024
OG0004668	OFUSG21754.1.p1	CAPO307032
OG0004669	OFUSG09155.1.p1	CAPO301719
OG0004670	OFUSG16156.1.p1	CAPO301141
OG0004671	OFUSG15323.1.p1, OFUSG15323.2.p1	CAPO303199
OG0004672	OFUSG20622.1.p1, OFUSG20623.1.p1	CAPO300788
OG0004673	OFUSG04159.1.p1	CAPO305181
OG0004674	OFUSG21156.1.p1	CAPO301298
OG0004675	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1	CAPO300152
OG0004676	OFUSG22032.1.p1, OFUSG22032.2.p1	CAPO305483
OG0004678	OFUSG08156.1.p1	CAPO306062
OG0004679	OFUSG24186.1.p1	CAPO307020
OG0004682	OFUSG12863.1.p1	CAPO302643
OG0004685	OFUSG15144.1.p1	CAPO300514
OG0004687	OFUSG18909.1.p1	CAPO300850
OG0004690	OFUSG15804.1.p1	CAPO302294
OG0004691	OFUSG11227.1.p1	CAPO301832
OG0004692	OFUSG04470.1.p1, OFUSG25025.1.p1	CAPO306711
OG0004694	OFUSG10511.1.p1, OFUSG10511.2.p1	CAPO302831
OG0004695	OFUSG20588.1.p1, OFUSG17369.1.p1	CAPO304127
OG0004696	OFUSG09958.1.p1	CAPO303339
OG0004699	OFUSG23870.1.p1	CAPO305801
OG0004700	OFUSG11053.1.p1	CAPO305394
OG0004702	OFUSG00072.1.p1, OFUSG00087.1.p1	CAPO301451, CAPO306323
OG0004703	OFUSG14821.1.p1	CAPO302281
OG0004707	OFUSG02834.1.p1, OFUSG17783.1.p1	CAPO307222
OG0004708	OFUSG24203.1.p1	CAPO302589
OG0004711	OFUSG26677.1.p1	CAPO307614
OG0004728	OFUSG19340.1.p1	CAPO306092
OG0004732	OFUSG14904.1.p1	CAPO307742, CAPO303065
OG0004733	OFUSG09435.1.p1	CAPO303723
OG0004738	OFUSG10899.1.p1	CAPO307391
OG0004739	OFUSG11195.1.p1	CAPO305372
OG0004740	OFUSG25163.1.p1	CAPO303587
OG0004743	OFUSG04679.1.p1	CAPO305537
OG0004744	OFUSG09993.1.p1	CAPO307377
OG0004747	OFUSG23170.1.p1, OFUSG23171.1.p1	CAPO305266
OG0004748	OFUSG08583.1.p1	CAPO300851
OG0004749	OFUSG05430.1.p1	CAPO303738
OG0004752	OFUSG07848.1.p1	CAPO300189
OG0004753	OFUSG13691.1.p1	CAPO307970
OG0004756	OFUSG23403.1.p1	CAPO300650
OG0004757	OFUSG06894.1.p1	CAPO300079
OG0004758	OFUSG05254.1.p1, OFUSG05254.2.p1	CAPO307791
OG0004759	OFUSG11568.1.p1	CAPO301731
OG0004760	OFUSG17160.2.p1, OFUSG17160.1.p1	CAPO302986
OG0004761	OFUSG16790.1.p1	CAPO301372
OG0004762	OFUSG17449.1.p1, OFUSG22137.1.p1, OFUSG22137.2.p1	CAPO306336
OG0004763	OFUSG08982.1.p1	CAPO303189
OG0004764	OFUSG13324.1.p1	CAPO306665
OG0004765	OFUSG26546.1.p1	CAPO300145
OG0004766	OFUSG20178.1.p1	CAPO300107
OG0004767	OFUSG17853.1.p1	CAPO304258
OG0004768	OFUSG03609.2.p1, OFUSG03609.1.p1	CAPO302814
OG0004769	OFUSG25501.1.p1	CAPO305909
OG0004770	OFUSG00866.1.p1	CAPO306549
OG0004771	OFUSG19474.1.p1, OFUSG21747.1.p1, OFUSG07800.1.p1	CAPO306141
OG0004774	OFUSG10040.1.p1	CAPO302467
OG0004775	OFUSG16316.1.p1	CAPO308292
OG0004781	OFUSG03103.1.p1	CAPO302855
OG0004784	OFUSG11398.1.p1	CAPO300506
OG0004785	OFUSG15812.1.p1	CAPO301223
OG0004786	OFUSG04628.1.p1	CAPO306813
OG0004787	OFUSG21388.1.p1	CAPO300677
OG0004788	OFUSG22491.1.p1	CAPO303606
OG0004792	OFUSG15044.1.p1	CAPO304121, CAPO301355
OG0004793	OFUSG19030.1.p1, OFUSG06876.1.p1	CAPO303691
OG0004794	OFUSG13389.1.p1	CAPO302268
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	CAPO306522
OG0004797	OFUSG12917.1.p1	CAPO308248
OG0004798	OFUSG20795.1.p1	CAPO306979
OG0004801	OFUSG10453.1.p1	CAPO301409
OG0004803	OFUSG24825.1.p1	CAPO304966
OG0004805	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1	CAPO301148
OG0004808	OFUSG23681.1.p1	CAPO300921
OG0004810	OFUSG19265.1.p1	CAPO307085
OG0004811	OFUSG04813.1.p1	CAPO304670
OG0004812	OFUSG12662.1.p1	CAPO300913
OG0004813	OFUSG17469.1.p1	CAPO302301
OG0004814	OFUSG16286.1.p1	CAPO305193
OG0004815	OFUSG05513.1.p1	CAPO306099
OG0004817	OFUSG13720.1.p1	CAPO300646
OG0004819	OFUSG21509.1.p1	CAPO303489
OG0004820	OFUSG00419.1.p1	CAPO301474
OG0004822	OFUSG12693.1.p1	CAPO303272
OG0004823	OFUSG00324.1.p1	CAPO301131
OG0004825	OFUSG09935.2.p1, OFUSG09935.1.p1	CAPO303625
OG0004826	OFUSG12257.1.p1	CAPO302318
OG0004828	OFUSG10685.1.p1	CAPO300795
OG0004829	OFUSG04480.1.p1	CAPO306677
OG0004830	OFUSG19559.1.p2	CAPO304259, CAPO301109
OG0004831	OFUSG00901.1.p1	CAPO302539
OG0004832	OFUSG00282.1.p1	CAPO300644
OG0004835	OFUSG22629.1.p1	CAPO307142
OG0004836	OFUSG22338.1.p1, OFUSG21246.1.p1	CAPO300476
OG0004837	OFUSG06806.1.p1	CAPO306341
OG0004838	OFUSG17247.2.p1, OFUSG17247.1.p1	CAPO300483
OG0004840	OFUSG08308.1.p1	CAPO301303
OG0004841	OFUSG05085.1.p1	CAPO301073
OG0004842	OFUSG20852.2.p1, OFUSG20852.1.p1	CAPO307208
OG0004843	OFUSG22774.1.p1	CAPO302296
OG0004844	OFUSG06898.1.p1	CAPO308225
OG0004845	OFUSG07494.1.p1	CAPO300244
OG0004846	OFUSG09097.1.p1	CAPO302634
OG0004849	OFUSG01632.1.p1	CAPO302897
OG0004851	OFUSG08767.1.p1	CAPO304052
OG0004852	OFUSG07249.1.p1	CAPO305241
OG0004853	OFUSG07165.1.p1	CAPO306818
OG0004854	OFUSG02448.1.p1	CAPO307677
OG0004855	OFUSG03426.1.p1	CAPO307136
OG0004856	OFUSG01983.1.p1	CAPO307877
OG0004857	OFUSG08188.1.p1	CAPO305126
OG0004858	OFUSG24022.1.p1	CAPO306514
OG0004859	OFUSG24360.1.p1, OFUSG24360.2.p1	CAPO305955
OG0004861	OFUSG12039.1.p1	CAPO300721
OG0004863	OFUSG07011.1.p1	CAPO300215
OG0004864	OFUSG19405.1.p1	CAPO306175
OG0004869	OFUSG24277.1.p1	CAPO301505
OG0004873	OFUSG23300.1.p1	CAPO305056
OG0004874	OFUSG20579.1.p1	CAPO302314
OG0004875	OFUSG21354.1.p1	CAPO305599
OG0004879	OFUSG25000.1.p1, OFUSG25761.1.p1	CAPO304570
OG0004880	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1	CAPO307520
OG0004881	OFUSG13219.1.p1	CAPO301856
OG0004882	OFUSG20302.1.p1	CAPO307657
OG0004883	OFUSG10396.1.p1	CAPO304269
OG0004884	OFUSG11374.1.p1	CAPO306875
OG0004886	OFUSG05529.1.p1	CAPO304598
OG0004887	OFUSG12649.1.p1, OFUSG12649.2.p1	CAPO303252
OG0004889	OFUSG25415.1.p1	CAPO302860
OG0004892	OFUSG19213.2.p1, OFUSG19213.1.p1	CAPO308266
OG0004893	OFUSG17315.1.p1	CAPO305797
OG0004894	OFUSG03703.1.p1	CAPO308103
OG0004895	OFUSG24048.1.p1	CAPO301412
OG0004896	OFUSG07793.1.p1	CAPO301146, CAPO308332
OG0004897	OFUSG11041.1.p1	CAPO300624
OG0004898	OFUSG09628.1.p1	CAPO300846
OG0004899	OFUSG02790.1.p1	CAPO304701
OG0004900	OFUSG24025.1.p1	CAPO300509
OG0004901	OFUSG26074.1.p1, OFUSG26074.2.p1	CAPO301170
OG0004902	OFUSG11830.1.p1	CAPO305853
OG0004903	OFUSG04757.1.p1, OFUSG04757.2.p1	CAPO304775
OG0004904	OFUSG02756.1.p1	CAPO304100
OG0004906	OFUSG10778.1.p1	CAPO303480
OG0004907	OFUSG11286.2.p1, OFUSG11286.1.p1	CAPO307254
OG0004911	OFUSG02913.1.p1, OFUSG02913.2.p1	CAPO305750
OG0004913	OFUSG14507.1.p1	CAPO306717
OG0004914	OFUSG23820.1.p1	CAPO301519
OG0004917	OFUSG07930.1.p1, OFUSG17153.1.p1	CAPO303374
OG0004919	OFUSG17502.1.p1	CAPO308082
OG0004920	OFUSG24410.1.p1	CAPO302580
OG0004922	OFUSG09234.1.p1	CAPO306550
OG0004923	OFUSG11665.1.p1	CAPO307943
OG0004924	OFUSG23542.1.p1	CAPO304606
OG0004927	OFUSG12081.1.p1	CAPO304855
OG0004928	OFUSG21085.1.p1	CAPO304691
OG0004929	OFUSG03117.1.p1	CAPO304111
OG0004932	OFUSG08167.1.p1	CAPO306081, CAPO305804
OG0004934	OFUSG07146.1.p1	CAPO305066
OG0004935	OFUSG25611.1.p1	CAPO302835
OG0004936	OFUSG21765.2.p1, OFUSG21765.1.p1	CAPO306298
OG0004938	OFUSG09690.1.p1	CAPO308159
OG0004940	OFUSG23621.1.p1	CAPO305630
OG0004943	OFUSG13635.1.p1	CAPO306001
OG0004944	OFUSG06302.1.p1	CAPO302056
OG0004946	OFUSG21835.1.p1	CAPO305515
OG0004947	OFUSG08209.1.p1	CAPO307579
OG0004948	OFUSG26680.2.p1, OFUSG26680.1.p1	CAPO305331
OG0004949	OFUSG07349.1.p1	CAPO304026
OG0004950	OFUSG00434.1.p1	CAPO300642
OG0004952	OFUSG25086.1.p1	CAPO301776
OG0004953	OFUSG05770.1.p1	CAPO306623
OG0004954	OFUSG26340.1.p1	CAPO303229
OG0004958	OFUSG08685.1.p1, OFUSG08685.2.p1	CAPO302197
OG0004960	OFUSG00760.1.p1	CAPO300258
OG0004961	OFUSG12860.1.p1	CAPO305777
OG0004962	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1	CAPO301438
OG0004963	OFUSG08855.1.p1	CAPO303805
OG0004964	OFUSG03866.1.p1, OFUSG03867.1.p2	CAPO302916
OG0004968	OFUSG05071.1.p1	CAPO307145
OG0004969	OFUSG14464.1.p1	CAPO303678
OG0004970	OFUSG00116.1.p1	CAPO303748
OG0004971	OFUSG00413.1.p1	CAPO302327
OG0004972	OFUSG10755.1.p1	CAPO304289
OG0004973	OFUSG23588.1.p1	CAPO305642
OG0004976	OFUSG03681.1.p1	CAPO304478
OG0004977	OFUSG16613.1.p1	CAPO304350
OG0004978	OFUSG02539.2.p1, OFUSG02539.1.p1	CAPO308306
OG0004979	OFUSG15948.1.p1	CAPO303118
OG0004980	OFUSG10179.1.p1	CAPO300807
OG0004981	OFUSG07554.1.p1	CAPO306326
OG0004982	OFUSG26035.1.p1	CAPO301351
OG0004983	OFUSG06730.1.p1	CAPO300176
OG0004985	OFUSG19260.1.p1	CAPO304816
OG0004987	OFUSG10774.1.p1	CAPO306240
OG0004988	OFUSG15118.1.p1	CAPO305623
OG0004989	OFUSG00776.1.p1	CAPO300323
OG0004990	OFUSG06430.1.p1	CAPO305712
OG0004991	OFUSG06592.1.p1	CAPO302271
OG0004993	OFUSG09937.1.p1	CAPO302747
OG0004997	OFUSG19512.1.p1	CAPO300456
OG0004999	OFUSG11588.1.p1	CAPO302635
OG0005002	OFUSG08714.1.p1	CAPO305114
OG0005003	OFUSG06515.1.p1	CAPO303837
OG0005005	OFUSG11048.2.p1, OFUSG11048.1.p1	CAPO303017
OG0005006	OFUSG16850.1.p1	CAPO301015
OG0005007	OFUSG25040.1.p1	CAPO300658
OG0005009	OFUSG19561.1.p1	CAPO303190
OG0005010	OFUSG10196.1.p1	CAPO304378
OG0005013	OFUSG03228.1.p1	CAPO304066
OG0005014	OFUSG22246.1.p1	CAPO307825
OG0005015	OFUSG10233.1.p1	CAPO300946
OG0005038	OFUSG06564.1.p1	CAPO301658
OG0005040	OFUSG00734.1.p1	CAPO300876
OG0005044	OFUSG15749.2.p1, OFUSG15749.1.p1	CAPO307084
OG0005046	OFUSG06171.1.p1	CAPO304846
OG0005047	OFUSG01990.1.p1	CAPO305932
OG0005048	OFUSG20128.1.p1	CAPO300857
OG0005053	OFUSG12823.1.p1	CAPO302547
OG0005055	OFUSG21788.1.p1	CAPO308273
OG0005057	OFUSG07187.1.p1	CAPO303573
OG0005058	OFUSG19365.1.p1	CAPO306731
OG0005059	OFUSG07313.1.p1	CAPO300063
OG0005061	OFUSG17372.1.p1	CAPO306602
OG0005062	OFUSG04061.1.p1, OFUSG04061.2.p1	CAPO302106
OG0005064	OFUSG09745.1.p1, OFUSG09745.2.p1	CAPO300249
OG0005067	OFUSG17239.1.p1	CAPO302289
OG0005068	OFUSG12654.1.p1	CAPO306513
OG0005069	OFUSG07392.1.p1	CAPO300204
OG0005071	OFUSG26858.1.p1, OFUSG26858.2.p1	CAPO305606
OG0005073	OFUSG21089.1.p1	CAPO305547
OG0005075	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1	CAPO307362
OG0005076	OFUSG08872.1.p1	CAPO302885
OG0005077	OFUSG05535.1.p1	CAPO302160
OG0005079	OFUSG11915.1.p1	CAPO303799
OG0005081	OFUSG04195.1.p1	CAPO307065
OG0005083	OFUSG00464.1.p1	CAPO302388
OG0005084	OFUSG06582.2.p1, OFUSG06582.1.p1, OFUSG19044.1.p1	CAPO307421, CAPO301121
OG0005086	OFUSG19095.1.p1	CAPO302959
OG0005088	OFUSG26589.1.p1, OFUSG26589.2.p1	CAPO307772
OG0005089	OFUSG08719.1.p1	CAPO303888
OG0005090	OFUSG18630.1.p1	CAPO303909
OG0005091	OFUSG03013.1.p1	CAPO305179
OG0005092	OFUSG06269.1.p1	CAPO301418
OG0005093	OFUSG00062.1.p1	CAPO303716
OG0005094	OFUSG20778.1.p1	CAPO303630
OG0005095	OFUSG12396.1.p1	CAPO301660
OG0005096	OFUSG11096.1.p1	CAPO301964
OG0005097	OFUSG10863.1.p1	CAPO304365
OG0005099	OFUSG10319.1.p1	CAPO305916
OG0005100	OFUSG05439.1.p1	CAPO306219
OG0005103	OFUSG00175.1.p1	CAPO300625
OG0005104	OFUSG23594.1.p1	CAPO303053
OG0005106	OFUSG03669.1.p1	CAPO301403
OG0005107	OFUSG00742.1.p1	CAPO304194
OG0005108	OFUSG04152.1.p1	CAPO301196
OG0005109	OFUSG04385.1.p1	CAPO301209
OG0005111	OFUSG13491.1.p1	CAPO302727
OG0005113	OFUSG11486.1.p1	CAPO300389
OG0005114	OFUSG00172.1.p1, OFUSG21152.1.p1	CAPO305096
OG0005115	OFUSG25534.1.p1	CAPO304298
OG0005119	OFUSG19207.1.p1	CAPO304215
OG0005120	OFUSG09024.1.p1	CAPO304593
OG0005121	OFUSG07571.1.p1	CAPO301715
OG0005124	OFUSG25186.1.p1	CAPO305507
OG0005127	OFUSG14336.1.p1	CAPO307277
OG0005128	OFUSG01749.1.p1, OFUSG01129.1.p1	CAPO305144
OG0005130	OFUSG02638.1.p1	CAPO305368
OG0005132	OFUSG21010.1.p1	CAPO300384
OG0005138	OFUSG00933.1.p1, OFUSG00933.2.p1	CAPO300009
OG0005139	OFUSG01555.1.p1, OFUSG01557.1.p1	CAPO302205
OG0005140	OFUSG16014.1.p1	CAPO300700, CAPO302173
OG0005142	OFUSG17655.1.p1	CAPO304715
OG0005143	OFUSG05186.1.p1	CAPO304926
OG0005144	OFUSG18995.1.p1, OFUSG18995.2.p1	CAPO306416
OG0005145	OFUSG26949.1.p1	CAPO302299
OG0005146	OFUSG20888.1.p1, OFUSG20887.1.p1, OFUSG20887.2.p1	CAPO303659
OG0005147	OFUSG09237.1.p1	CAPO302069
OG0005150	OFUSG11626.1.p1	CAPO301944
OG0005151	OFUSG24760.1.p1	CAPO302626
OG0005152	OFUSG06541.1.p1	CAPO307737
OG0005154	OFUSG20264.1.p1	CAPO307643
OG0005155	OFUSG25768.1.p1	CAPO304712
OG0005156	OFUSG16794.1.p1	CAPO305254
OG0005157	OFUSG04423.1.p1	CAPO301711
OG0005158	OFUSG16701.1.p1, OFUSG16701.2.p1, OFUSG16701.3.p1	CAPO300547
OG0005160	OFUSG02915.1.p1	CAPO300741
OG0005163	OFUSG08097.1.p1, OFUSG05274.1.p1	CAPO305704
OG0005164	OFUSG07881.1.p1	CAPO307846
OG0005168	OFUSG12335.1.p1	CAPO306745
OG0005169	OFUSG25084.1.p1	CAPO303886
OG0005172	OFUSG20224.1.p1	CAPO306565
OG0005175	OFUSG11606.1.p1	CAPO305645
OG0005178	OFUSG02175.1.p1	CAPO300199
OG0005179	OFUSG02176.1.p1, OFUSG02176.2.p1	CAPO306190
OG0005180	OFUSG06874.1.p1	CAPO308188
OG0005181	OFUSG24977.1.p1	CAPO300793
OG0005182	OFUSG21111.2.p1, OFUSG21111.1.p1	CAPO300394
OG0005183	OFUSG07373.1.p1	CAPO304256
OG0005184	OFUSG13055.1.p1	CAPO307619
OG0005185	OFUSG23200.1.p1	CAPO305409
OG0005187	OFUSG03518.2.p1, OFUSG03518.1.p1	CAPO300108
OG0005188	OFUSG16090.2.p1, OFUSG16090.1.p1	CAPO307366, CAPO308331
OG0005191	OFUSG17679.1.p1	CAPO301264
OG0005192	OFUSG21298.1.p1	CAPO302320
OG0005193	OFUSG00993.1.p1	CAPO300973
OG0005194	OFUSG05518.1.p1	CAPO306243
OG0005196	OFUSG00212.1.p1	CAPO306636
OG0005200	OFUSG23575.1.p1	CAPO307301
OG0005201	OFUSG09468.2.p1, OFUSG09468.1.p1	CAPO300421
OG0005202	OFUSG16397.2.p1, OFUSG16397.1.p1	CAPO300013
OG0005203	OFUSG13402.1.p1	CAPO304416
OG0005205	OFUSG16433.1.p1	CAPO302576
OG0005206	OFUSG09782.1.p1	CAPO301965
OG0005208	OFUSG18403.1.p1	CAPO303001
OG0005209	OFUSG10218.1.p1	CAPO300492
OG0005210	OFUSG03926.2.p1, OFUSG03926.1.p1, OFUSG03926.3.p1	CAPO301315
OG0005212	OFUSG19650.1.p1	CAPO300331
OG0005214	OFUSG14185.2.p1, OFUSG14185.1.p1	CAPO304556
OG0005215	OFUSG08929.1.p1	CAPO308114
OG0005216	OFUSG06397.1.p1	CAPO304567
OG0005217	OFUSG12859.1.p1	CAPO303096, CAPO306650
OG0005221	OFUSG18701.1.p1, OFUSG18701.2.p1	CAPO306723
OG0005222	OFUSG05398.1.p1	CAPO305567
OG0005223	OFUSG16806.1.p1	CAPO302922
OG0005224	OFUSG21574.1.p1	CAPO300521
OG0005228	OFUSG06202.1.p1	CAPO300902
OG0005229	OFUSG14456.1.p1	CAPO300950
OG0005230	OFUSG10260.1.p1	CAPO305306
OG0005231	OFUSG13328.1.p1	CAPO307526
OG0005233	OFUSG06046.1.p1	CAPO307259
OG0005234	OFUSG21115.1.p1	CAPO306586, CAPO305435
